0.000000000000000000e+00,-4.716765218089498390e-02,-5.115228053230212735e-02,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-2.353269194281219223e-01,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.519244473849400867e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-3.689882760063826345e-02,5.247559296798006041e-04,1.537092477326182012e-13
1.000000000000000000e+00,-4.716765218156992318e-02,-5.115229577353073293e-02,8.074358941163499448e-02,-9.424627443293980000e-02,-3.336022910855072215e-02,9.171971794006916756e-01,1.139532209457733841e-02,-7.090180761565680057e-02,4.689404232156151042e-02,5.864200330054341465e-02,1.863121819855984018e-01,1.619168506216404901e-02,-3.725217863914928595e-02,3.656704044234313639e-02,-3.698266913814829415e-02,-8.408222559752888056e-03,-6.021957131122325502e-02,2.910588307680549505e-02,-2.930109633356413334e-02,1.475370622961106899e-03,2.569141845066711879e-02,-6.810088874359739031e-02,-8.251968190472656894e-03,-7.338072184079959259e-02,-1.933942706461944383e-01,-1.353466004413837222e-02,-1.100355668164165225e-02,-3.757574910347488695e-02,5.247672525380411368e-04,-5.096404934157564484e-13
1.000000000000000000e+00,-4.716765218632006096e-02,-5.115228930285487668e-02,-3.989738602239074616e-01,5.302015149300091101e-01,1.496637926535342444e-01,1.964486310005086889e-01,8.241365943140113726e-02,1.014542940399296711e-01,-1.145597437444413336e-01,-2.124141406220865155e-02,8.207886427113328387e-03,-4.536725797567859458e-02,2.877384557595220604e-01,-2.659546554497358231e-02,6.658287969446394228e-02,-7.626446859823521676e-03,2.991480978168891205e-02,-7.967396808193105695e-02,-5.087391954051884851e-02,9.343243376028760594e-02,-3.274606355164586674e-02,-2.602487759558156939e-03,2.280596973531898164e-01,2.046717198214500488e-01,4.390424458215792525e-01,-1.005447334993182645e-01,1.521676442697482701e-01,-3.568674287470088163e-02,5.247578031305455111e-04,1.272826227337472846e-12
0.000000000000000000e+00,-4.716765218095812090e-02,-5.115227383167566394e-02,2.296368570432954226e-01,3.206179254458365047e-01,1.517498533273478611e-01,-1.622959960042373931e-02,2.259291821580315940e-01,2.676067040632835181e-01,-1.659020943656555336e-01,4.958464942384802759e-02,-4.441873477156851879e-02,-3.033462119118411904e-01,-1.702220352935185366e-01,-1.131844459931521246e-01,2.059999715073808357e-01,-2.645940031741544907e-02,4.617427897244885115e-01,-5.373910689711615396e-02,3.224141826217398754e-01,2.999874001211370531e-02,2.967475493954323251e-02,-5.313479093050001156e-02,-6.921700692717969172e-02,-4.862629129135243033e-02,-3.309138319618061819e-01,9.475167622280077084e-02,-2.953858974131204004e-02,-3.697825440152047866e-02,5.247502215996299648e-04,6.777802610561919007e-14
0.000000000000000000e+00,-4.716765218102471346e-02,-5.115228166518460268e-02,4.314381684888405344e-01,-6.627786947382466320e-02,9.907679992745048458e-03,4.100889489610035771e-02,-2.587773510151841760e-01,-1.326511108980514553e-01,2.107839960805545365e-01,-1.144558568270207244e-01,-3.025800395001790322e-02,4.673265603171140870e-02,-5.989268071243491337e-02,-2.780640840276778561e-02,1.597144113833443707e-02,2.745098619612463264e-01,5.102741182171385281e-01,-3.725176398711983056e-02,-1.923323860495571858e-01,-2.259618750377209717e-02,1.463095309025275615e-03,2.824319044464406736e-01,8.461081612089133008e-02,1.466595610183459540e-02,3.729616620797318594e-01,-5.660880067153924861e-02,1.239376607577009903e-01,-3.670215690463713570e-02,5.247386569865957308e-04,-1.496028528425399289e-13
1.000000000000000000e+00,-4.716774050662367324e-02,-3.444036755254938770e-02,4.916865995022835041e-04,-6.257862710155602829e-04,-2.121873077186347460e-04,3.175640895360741902e-04,-3.241587722987756534e-05,-1.366599976247215688e-04,1.146326247683604422e-04,8.372672792577050055e-05,7.216768459806053454e-05,7.478902128717276746e-05,-3.139286813637024863e-04,3.128170176849298791e-05,-1.315237848405702813e-04,-5.061199784006778285e-05,-1.758950827758188284e-04,1.287753856992722705e-04,3.563336526057164880e-05,-9.639675993808723359e-05,4.369604307689996714e-05,-9.523712652166423554e-05,-2.746398625399234616e-04,-2.568689700049072832e-04,-8.575303453499902610e-04,8.729095105973911370e-05,-2.435534178412915730e-04,9.818980382068908108e-01,-1.433179768015423530e-02,-4.039102105011589282e-12
0.000000000000000000e+00,-4.716765218115416547e-02,-5.115228316994164387e-02,-4.064832454077339507e-01,-4.163311395333578746e-01,3.593501594468042487e-02,4.199970195350056362e-02,1.226044552459114485e-02,-6.762652160546751834e-02,-1.613419294942955162e-01,-9.177981929886482038e-02,-3.001621362802630449e-02,-1.089536217587128014e-01,-4.319524532819932205e-01,-3.107323681972729360e-02,1.236031325121514646e-01,2.015448198933252402e-02,9.644191582653983963e-02,-1.012004134599968908e-01,2.965646391841579854e-01,-9.494206738187419004e-02,3.459530556009732249e-02,-1.504394818223684649e-01,-1.351587043837960689e-01,-1.418546185639854018e-01,4.148300993278354887e-01,1.125457554982740582e-01,3.566503793821777790e-02,-3.678338894321171726e-02,5.247576293071476699e-04,7.999226506039104878e-14
0.000000000000000000e+00,-4.716765218095805845e-02,-5.115228324195474768e-02,4.589942851560920301e-01,-3.222564719722228327e-02,2.174364554302882224e-02,5.799234340687589584e-03,1.748641341046513753e-01,-1.040670848590020126e-01,-2.873057276472171240e-01,-1.724473150450726577e-01,-3.897076037203980881e-02,-7.748335980410017698e-02,6.428864245788872001e-02,1.070219443378099961e-01,-8.562539221765216868e-02,-1.952960561637607229e-01,-4.268867079116513974e-01,-1.762379497095863945e-01,3.176604321674835751e-01,-1.394723527027264265e-01,-6.413031369560601158e-02,3.110374577071313706e-01,-1.239726711217573052e-02,2.119010688870301140e-01,1.959913536961963021e-01,7.151832182620541933e-02,6.286572654967635676e-02,-3.692180613849550125e-02,5.247572434106774009e-04,7.990168885404279489e-14
0.000000000000000000e+00,6.839349220522491501e-01,3.656861319528967057e-06,-1.992984188697458088e-12,2.507192932277524947e-12,5.998337741786837041e-13,8.399281959333391918e-13,3.723067062120931487e-13,4.757515302544080025e-13,-4.852049276555098840e-13,-3.905872925789233847e-14,-2.873491881928616503e-14,-1.396948517960547864e-13,1.309924496548007393e-12,-1.433647007338196883e-13,3.077590008601849085e-13,-2.973561205863753550e-14,-1.832860529024340412e-14,-2.378809166623315579e-13,-1.892016810722753206e-13,4.300563709200509445e-13,-8.500472701374523077e-14,-3.900477564524428687e-14,8.917156023386764222e-13,8.319082896122315005e-13,2.088585573583971360e-12,-2.947413701108825993e-13,8.349012936494493368e-13,-1.089556293827556445e-10,4.035338671277405750e-08,-7.070865468137847998e-01
0.000000000000000000e+00,-4.716765218102085544e-02,-5.115228483468696463e-02,-4.436773825307638308e-01,-6.275880688822063624e-02,-1.857574597652437293e-02,-1.551204132975571824e-02,-4.764687138705060721e-02,-5.647447142344040605e-02,1.270506282885915106e-02,-4.961831322016416190e-02,-4.424082043293687400e-02,2.343828299448630359e-02,-3.557021801890701551e-02,-1.299081323501661937e-02,-5.348766025222932013e-02,-1.853654892348389691e-02,8.616841780128711714e-02,-2.950832784434148648e-02,2.966849671851215856e-02,-3.485850009306376562e-02,-1.618575405996109870e-02,7.721092972270794386e-01,8.136188428776966117e-03,3.972147535614699299e-02,-3.675197859479613638e-01,-3.437482319005313869e-02,-1.515656995874469642e-02,-3.696468221402983423e-02,5.247575334650107087e-04,8.002881931199860787e-14
