0.000000000000000000e+00,-2.747111915592893361e+00,-8.807108282306557179e-01
1.000000000000000000e+00,-2.296808787188668433e+00,-1.361876221657850050e-01
1.000000000000000000e+00,-2.708109036373540057e+00,-5.834820701941898502e-01
0.000000000000000000e+00,2.916342106795552880e+01,-2.854592876669481694e-01
0.000000000000000000e+00,-3.103920962851753007e+00,-7.011140566559467269e-01
1.000000000000000000e+00,-2.734924572588294911e+00,-7.057237748559646029e-01
0.000000000000000000e+00,-1.866792124268706887e+00,3.970088419442777683e-01
0.000000000000000000e+00,-2.855526656275989783e+00,-7.812434407794925928e-01
0.000000000000000000e+00,-2.586309082774467694e+00,-5.077361278557779301e-01
0.000000000000000000e+00,-2.303127408014576716e+00,9.179676883137066756e-02
1.000000000000000000e+00,2.916342106795552880e+01,-2.854592876669481694e-01
0.000000000000000000e+00,-3.103920962851753007e+00,-7.011140566559467269e-01
0.000000000000000000e+00,-2.772053462782523070e+00,-1.110808772253770060e+00
0.000000000000000000e+00,-2.238457726346058774e+00,-2.373415015895383728e-01
0.000000000000000000e+00,-2.735506904999986055e+00,-5.838422247515140384e-01
0.000000000000000000e+00,-2.586309082774467694e+00,-5.077361278557779301e-01
0.000000000000000000e+00,-1.380189893949355096e+00,8.416465790953354675e-01
0.000000000000000000e+00,-9.620721898868496158e-01,9.023214556729681757e-01
1.000000000000000000e+00,-1.051420735852066191e+00,7.358801470503290032e-01
0.000000000000000000e+00,-7.931023394897925849e-01,9.422594684381876418e-01
0.000000000000000000e+00,-9.429495030583162629e-01,1.023999041436283175e+00
0.000000000000000000e+00,-1.490985555437406518e+00,5.508761249428421047e-01
0.000000000000000000e+00,-5.597927040625196859e-01,1.298726096719619472e+00
0.000000000000000000e+00,-2.209665084478133146e+00,-2.707402348288433513e-01
0.000000000000000000e+00,-2.693055423867455556e+00,-5.922145011341530818e-01
0.000000000000000000e+00,-2.038652623236703487e+00,7.303432942714201126e-02
1.000000000000000000e+00,-1.857027243416024431e+00,1.560348713790416231e-01
0.000000000000000000e+00,-2.758324050044853037e-01,1.485495886218966444e+00
0.000000000000000000e+00,-3.881333065880057664e-01,1.214737507926567872e+00
1.000000000000000000e+00,-2.574245269000830394e+00,-4.994536508400699848e-01
0.000000000000000000e+00,-2.470839172899417235e+00,-3.434495531016106828e-01
