1.000000000000000000e+00,-4.564354802096188407e-02,-5.258409840039045963e-02,-5.448745589619155560e-02,-5.782580881687163221e-02,-6.369561751199043220e-02,-1.976764838885052347e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.163479050476055876e-01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,9.451644478010938766e-01,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-2.117516805131217650e-01,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,3.734652438627872328e-02,-5.003987280425340172e-04,-3.529030949411068754e-05,-3.819065607873169377e-07,5.875742558502052536e-03,0.000000000000000000e+00
1.000000000000000000e+00,-4.564354755411097891e-02,-5.261338529249743462e-02,-5.453652529345514449e-02,-6.080900684562864922e-02,-7.250459748453100262e-02,1.475013535403391363e-01,-4.794841975315418912e-03,1.389494118521462625e-03,-3.393743067247966261e-01,7.291958285588875932e-02,-6.771134228975279543e-03,1.005609361198983726e-01,6.632935226634992243e-02,-5.745407636091568598e-02,6.016369798252579892e-02,6.934625838704312414e-03,-6.068655071994347866e-02,5.992120195442603853e-02,-1.071205332854925085e-01,2.106310864253279902e-01,5.637357060139190912e-01,-1.506661175841007005e-01,-1.823956179467357552e-01,-8.397141888054096559e-02,-1.278685331631571886e-01,-5.696155629404274778e-01,5.816070814979562575e-02,3.028944558964166613e-03,6.618087520807902809e-04,5.779811287107993779e-03,2.220081516780992109e-11
1.000000000000000000e+00,-4.564354972699218027e-02,-5.261357776481870308e-02,-5.458264579397128363e-02,-6.013636480969809794e-02,-5.838974758601542941e-02,8.099860392113078511e-01,-7.379698661933471737e-02,-2.671986503423870452e-01,4.292055831538465482e-01,-1.942874356498975816e-02,-1.083817938367878349e-03,-4.990728786172714954e-02,2.096591821209308967e-02,3.349723529086566856e-03,1.363593762970032389e-02,5.960616553062055532e-03,-5.495454382263483678e-02,-3.098180737863756584e-02,-2.197924689116786956e-02,1.096422997350086359e-01,-1.836369137744701258e-02,-7.151967650292351264e-02,-3.546718406874671548e-02,-6.437244939782023855e-03,3.337425925818979233e-02,7.602592864672459705e-02,-5.522714146578109468e-02,-1.321457560165797702e-03,-4.238163415823465916e-04,5.839689670982375035e-03,-2.619999600646620554e-10
1.000000000000000000e+00,-4.564354801394193695e-02,-5.217374824763998387e-02,-5.391616143450663617e-02,-5.739521305605613938e-02,-5.450238071503085008e-02,7.580489766621099912e-02,-3.397572441352252337e-01,-1.247574657055546404e-01,-2.688345696217787073e-01,-1.345218731956124569e-01,8.804596814669145982e-03,-3.649894934119636281e-01,-1.707112658318943321e-01,-1.453521626825607371e-01,-6.509678651046048314e-02,-4.710167368148936856e-02,2.281059344431916602e-01,-9.750916977796969531e-02,5.427057784437997086e-03,-2.586320762065684176e-01,3.342181132878756233e-02,6.919878381762234465e-02,3.909356312944391454e-01,3.686583566635139864e-01,2.809969122520309392e-01,-1.876038252674001872e-01,1.847772263928700379e-02,1.207052986906668708e-03,1.729367564683894742e-04,5.955743740550127618e-03,-1.079589433406937305e-11
1.000000000000000000e+00,-4.564354801394044509e-02,-5.245375454351670907e-02,-5.506676353181493011e-02,-5.885976605156312269e-02,-6.315850748291743089e-02,1.717179920610260591e-01,7.346997585571103662e-02,8.638754013595839609e-01,1.819900118378903475e-01,-1.096979655314919699e-01,-5.291223184436071730e-03,-1.004862577043754285e-01,-1.568187634275144682e-01,6.331246596731796017e-02,-6.178808987304956583e-03,-1.044629074313555284e-01,5.446275343297567184e-02,-7.122262147231379903e-02,-4.363041645092213816e-02,-1.086917448198135155e-01,7.097966398813321254e-02,8.817866129411854048e-02,1.074156726880924617e-01,-1.627714622226122954e-02,-1.733714979699042535e-01,-2.999558767033643283e-02,-8.015392114258199779e-03,3.053797266642813103e-04,-1.389946354665247831e-04,6.187227391760300420e-03,8.213221048647803465e-12
1.000000000000000000e+00,-4.564354801394044509e-02,-5.263094384770584944e-02,-5.366148874756494075e-02,-5.647568922559820931e-02,-5.616836556762547228e-02,4.758104346992645534e-02,4.844541615612975027e-01,-1.902724091056141043e-01,-1.651753199835335750e-01,-1.385838085990866719e-01,-4.502031806435546901e-02,9.017510309507306698e-02,-1.456188260237863408e-01,3.677190910088036779e-01,-7.553429971076501548e-02,-2.714007164848195042e-01,-1.652407482477566414e-01,-7.259414096620468715e-02,8.232261942084435902e-02,-9.915497921266179515e-02,-5.323791161757904927e-02,1.427303630919562749e-01,3.420847561001250092e-01,-3.835564226276760857e-01,2.015748093937886065e-01,-1.086574628195575709e-01,8.516437793111623217e-03,9.233632770027370073e-04,-2.693525010615228314e-04,6.120186033073249550e-03,2.984202305516650735e-12
1.000000000000000000e+00,-4.564354799625594539e-02,-5.256678441101692717e-02,-5.448322086184176349e-02,-5.796913032022592976e-02,-5.499432037921051647e-02,-2.336647413553591957e-01,-3.151087457136195757e-01,-6.503702858576160262e-02,2.420362184721285698e-02,-1.685302251895368364e-01,1.094780178936272663e-01,-1.018947250122250597e-01,-1.125471082406449552e-01,2.244183157506137449e-01,-8.706731706173344298e-02,1.230761284056930763e-02,-1.897196329783949753e-01,-3.541644160103749606e-01,-3.204978490215170672e-01,5.405064012485208957e-01,-1.559637205148825256e-01,-8.357879031812887050e-02,1.661786767447397117e-01,-5.179062027552438358e-02,-2.336794860379370620e-01,4.023365560004057290e-02,-1.223073060005542764e-02,2.844154994035073109e-04,-1.093050517877391746e-04,5.875503134171604185e-03,2.699706615566324650e-10
1.000000000000000000e+00,-4.564354871781609729e-02,-5.304884211005898159e-02,-5.607737928816750733e-02,-6.476767114935459702e-02,6.834985808677858099e-01,-3.307583346344436515e-02,4.715600644505259405e-03,3.357163298344299166e-03,-1.934601886675388349e-02,2.495786627335715765e-03,-2.456646207736950301e-03,9.471072232961370982e-04,5.950873847739076607e-03,-4.145354964449485084e-03,4.779814707733684442e-03,2.988314725678461493e-03,-2.041190132104838697e-04,7.213151424027828586e-03,8.437468206946721963e-03,-7.779818305650569067e-03,2.459599506008676092e-02,-7.035698167974840586e-04,-9.367409928701473515e-03,2.250983615565378408e-05,-9.485379927602039614e-04,-5.313466244972369495e-02,-6.957027382218345934e-01,-2.401396123248542534e-03,-2.758367053171180850e-04,5.831248772404867310e-03,1.606718861189694285e-11
0.000000000000000000e+00,-4.564354801394044509e-02,-5.256657566141990229e-02,-5.445354709187217451e-02,-5.623804869258165751e-02,-1.121657017231576098e-01,9.245102961220427740e-02,1.069177237393911621e-02,1.205466219185521472e-02,-4.100322079050627844e-01,2.899695170192010535e-02,1.640712294602000030e-03,3.452415296111693149e-02,1.205938667446519209e-02,-1.550934454486204046e-02,-4.297639028609075845e-02,6.779781231467838301e-03,1.290147192783871501e-02,1.576304290423585774e-02,-3.560770109719310628e-02,2.433800815970017448e-02,3.950427903968507515e-01,-1.777528790638874256e-02,7.996370691494291555e-03,-7.572178065624073605e-03,-2.616510036515687018e-02,7.725647193467738427e-01,-8.700879644360706711e-02,-5.404902012228528577e-03,-6.596076784563024119e-04,5.877855074233095771e-03,-5.460465295974545107e-12
0.000000000000000000e+00,-4.564354870614933946e-02,-5.304782093037421764e-02,-5.596512667695271309e-02,-6.679715924357465529e-02,6.656072873638584353e-01,4.019607255892736208e-02,-1.833452471067855034e-03,2.984328359145928776e-03,-1.159977390923660166e-02,4.419392603753805049e-03,3.721555504627508705e-03,1.027023573809675815e-02,5.113621718120099462e-04,1.127626144028074956e-04,-2.231533231047718238e-03,-1.765902014953328581e-04,2.735837986959225795e-03,-2.470091795104002166e-04,-1.190279973686851622e-02,8.847929604224320788e-03,1.208444919792839300e-02,-2.010814036898097516e-03,2.634689927486273502e-03,-1.315572989468460604e-03,-7.063725002459685098e-03,1.015982615845163750e-01,7.074768387845676854e-01,1.619610870679796984e-03,6.814629013402901401e-04,5.827758271213165364e-03,-2.800719585166183784e-12
