1.000000000000000000e+00,-4.116622326750338234e-01,7.307118786866614868e-02,1.456916694620252403e-02,-8.966474411311334269e-02,-3.032507532811315812e-02,6.742607817536529213e-03,-3.222889470541399903e-02,-1.293328267158772027e-01,1.055355414550321197e-01,-1.027138142497868029e-01,1.980670754137611039e-02,1.231570409161614477e-01,1.264812678800939470e-02,6.353714185551304246e-03,6.908299484951663239e-02,3.322342407915571810e-02,7.330212003007177679e-02,2.748999815533784488e-02,-5.584680496740159622e-02,2.402349603228885050e-02,7.496630204900587603e-03,3.106490639647810706e-02,-1.465770039890757284e-02,9.293925069062679289e-02,-2.445362096508592320e-03,2.712616888471429052e-02,2.093335105362947521e-02,-2.633824390709110785e-02,4.285828503907530840e-02,7.023477675447098618e-03,2.613124851448865582e-02,-1.712085733116065073e-02,5.919128926439355676e-02,3.502093829685355014e-02,3.014806351909542562e-02,-3.805880996107770947e-02,2.792649788083971692e-03,9.527527415531670749e-03,1.331250649267899308e-02,-4.682895769193902435e-03,1.096551557726197987e-02,2.291715679894363797e-02,-2.698367807835212739e-02,-2.375382590830404234e-02,3.444333162072124588e-02,-3.606953829450155677e-03,1.209524190006952722e-02,4.699959063399235595e-03,-4.316351348685991927e-03,-4.912390050742607150e-03,1.496469578439216502e-03,8.956189500686356775e-03,-1.215725066519343298e-02,2.810039494228430603e-03,9.403656273835056881e-03
0.000000000000000000e+00,-5.509782968000324077e-01,1.819883908437878173e-01,6.080604981442072621e-01,4.454286177448706086e-02,8.350434550758570329e-02,3.421875481799297597e-02,-4.397554305357054272e-02,-1.429051291483816322e-01,-1.239396670415889301e-01,2.058195173589768001e-01,1.038348378817953999e-01,9.770101395641397901e-03,2.872124807569425772e-02,-1.315484205816825616e-03,-9.950086387687688549e-02,2.528624204528818684e-02,4.912402995383501059e-03,3.659514193600332810e-02,-1.465485690211411167e-02,-1.654818103385309949e-02,3.294659843639465707e-03,1.501422008786221403e-02,-2.996799844930422146e-02,-3.247650392621679455e-02,1.014493387849956137e-02,3.904973808833337584e-02,3.101420654994678158e-02,2.520532466583186651e-02,-2.323985481821117666e-02,-3.022380589475044677e-02,3.899790607062578879e-02,2.778274585017891443e-02,1.753888359031591931e-02,2.626858547846857087e-02,-1.902320253316122731e-03,-1.529836331086856412e-02,2.042516192146987149e-04,-1.005787153983692984e-02,-4.645817233124129378e-03,1.295980093514193486e-02,-1.675754629647472141e-02,5.263869951461672483e-03,6.267903075366847328e-03,-1.364282605400030796e-02,-2.106223136939105664e-02,4.646460689178303662e-03,1.370172416665121906e-02,-4.331648733265974424e-03,-3.423950828700158232e-03,4.926819438932507345e-03,-2.877571062443492859e-03,1.625386238303672820e-02,3.067794106720509156e-03,1.417265025387858673e-02,8.494207870632554261e-04
1.000000000000000000e+00,-2.641905548756768862e-01,1.322941626140492488e-01,-1.709933741371114091e-01,-1.247783688725716961e-01,5.176983397661773234e-02,-4.494480482456544163e-02,-4.448107876001516914e-02,-1.095820883948321056e-01,-1.755401535836274146e-02,-4.391386000228950787e-02,-5.428443257414432288e-02,3.253182791130503071e-02,-3.973977539372137296e-02,-3.529905315893747120e-02,-3.164234582662740769e-02,4.915056598114313918e-02,-2.607359443884592343e-02,2.125964329092903601e-02,6.104590096811857158e-02,-4.822746300849317658e-02,1.893717412764381672e-02,-1.336090497966566613e-02,-2.545971274711765486e-02,1.212617336793076622e-02,8.397509930773979642e-03,-2.301972535438837064e-02,3.411188787100793724e-03,8.444307919583210432e-04,-3.804362138895212020e-02,-1.001226246563932491e-02,-3.910872490500805036e-03,-1.022907468967943281e-02,-3.049229068752882382e-03,-5.400651230298651913e-03,6.337992729546237415e-03,1.471798795424483774e-02,-3.892847348763368159e-02,-9.970354583779600030e-03,1.687866841332893216e-03,1.703982726955742197e-02,-5.382021525368753563e-03,-9.191712768532171382e-03,1.553996870353388689e-02,6.417471064777868078e-03,5.550440511914943829e-03,1.343666908603751743e-02,4.542041568704798665e-03,-8.007933894865615701e-03,-1.624657683062729480e-02,-1.741106338342445284e-02,1.191361814779258801e-02,-4.310337594821284264e-03,2.772654727869447444e-02,-1.279156312197337123e-02,5.240079476624081439e-02
1.000000000000000000e+00,-3.112861717467103051e-01,1.441849996551200497e-01,-1.093198584028203107e-01,-2.097849137697599953e-01,-1.070074162743167231e-02,-1.216091087686808903e-01,-4.624901619797770758e-02,-1.300154618248457183e-01,4.345663887616861565e-02,-8.642730958110113326e-02,-2.984507647446863268e-02,1.070879563464643136e-01,-5.283257079487957419e-02,-5.222708292163731614e-02,-4.331629073782978373e-02,3.613951780138968672e-02,-1.055359022260070508e-02,2.837654413715903073e-02,6.309939555466348438e-02,-1.079420057190157295e-01,-6.661599653299325914e-03,-2.769121790646980955e-02,-4.307948336030007624e-02,1.010271229737340565e-03,3.720974534058823363e-02,-2.239190571330741328e-02,1.095870999487005837e-02,2.210455362480507821e-02,2.745347503738621107e-03,-2.166861777513121035e-02,-3.419301331664127697e-02,5.230468536546141987e-03,2.212511648760681279e-02,-2.267677839817790024e-03,-1.136176263852968580e-03,1.885522228203764458e-02,-2.155511177412973434e-02,-1.715050494404930055e-04,-3.690123954180735740e-03,-3.823285655546335583e-03,1.194403655145645157e-02,-3.162564600795992470e-02,1.577072402622444955e-02,-8.126660358994574479e-03,7.611183886671961212e-03,-2.293540919726647781e-02,-7.670189518165455855e-03,-1.821659771434637086e-03,-7.283727989278889967e-03,2.199784044053133825e-02,-1.486318151498561280e-02,-2.539477083032042016e-04,-1.259325383557946022e-02,6.339012844423219488e-03,-3.497442092742449049e-02
1.000000000000000000e+00,-5.557742070321628480e-01,4.479823203005778992e-02,2.761470176708721858e-01,5.523671151156950287e-02,8.474359409509796270e-02,6.308806166964545104e-02,-6.383007862224324147e-02,-7.716772183011313957e-02,-6.483016522364402900e-02,-1.103332300685931459e-02,5.153497301591494079e-02,-4.235370767434742251e-02,-4.878169637195575725e-03,-1.298590397567440588e-02,1.304312101866942318e-02,3.655390000878345255e-03,3.560269320577080093e-02,6.671469827383560286e-03,-2.549624445446352014e-03,6.013464344461239702e-02,2.542073364188653789e-02,-1.665777316166562605e-02,-2.697367016545504370e-02,4.088343602667525618e-03,-9.101483275189170552e-03,-2.201452136257956230e-02,2.391012406782119359e-03,-3.846629560518042418e-02,-1.248754508662200738e-02,3.192731843781171364e-02,6.228101175773633272e-04,-3.343238652873259387e-02,-1.172194856603653475e-02,-3.170263643856904151e-02,3.505346474155163899e-02,1.724001138119334291e-03,-1.665125405037237022e-02,2.865829293847202072e-02,-6.397053528043259926e-03,-2.771810380337814614e-02,1.948865435317678751e-02,-5.457579567983360941e-02,1.772207561414657767e-02,-1.056905278254724814e-02,4.292052568346008470e-03,-1.746078059803423885e-02,-3.201354651113962058e-02,-9.624764068193806784e-04,5.685466063057745267e-02,-1.810309703644044296e-02,7.494784771324258799e-03,-4.615911565265053834e-03,1.036207341046745806e-02,-1.711246044825882884e-02,-5.229423203915892389e-03
1.000000000000000000e+00,-1.270592645312655089e-01,-2.270014376498382183e-02,-1.905840710900919277e-01,-4.604663942979219174e-03,1.059464155771394356e-01,3.959013940061119341e-02,-5.672592699846302350e-02,-6.688821322376367617e-02,-4.446495913214308648e-02,-5.376121383987697566e-02,-2.783303601145538375e-02,-5.318244654809332200e-02,-4.347004384728631043e-02,4.697700704919730193e-03,1.365233603294271382e-02,8.617172007619797180e-02,-6.695675861299325154e-03,-2.427058710885373477e-02,4.506766418094667985e-03,3.737999333793852463e-02,5.095965877028878210e-02,2.222325897510103038e-02,3.620938908449874288e-02,1.941404676422025383e-02,4.299558957858917729e-02,-6.089754389492744308e-02,2.143736395788415315e-03,1.192429088675194156e-02,-1.731574819892672118e-02,1.959844446451088767e-02,4.805311869783705087e-02,2.244518924634241949e-02,-2.470199712708904052e-02,6.569340981479816766e-02,-3.015268099341442826e-02,-4.337031321617563183e-03,9.833636178773173114e-03,8.841835968548317215e-03,1.029658175412271823e-02,2.823632779969633202e-02,-2.884393724984260499e-02,-7.401763030947448819e-04,3.056956865785923766e-02,1.243523067015670294e-02,-1.356163872805711242e-03,2.585707143626046409e-02,-2.744155567478257299e-02,-1.107255238110357518e-02,1.331128984112647101e-02,-1.145344705163814196e-02,3.583977234687887089e-03,-6.561449592534773431e-03,-3.810701561717842051e-02,1.527187135986630452e-02,-4.607853898916878729e-03
1.000000000000000000e+00,5.983929639685398039e-01,3.143470126410947696e-01,2.397154370993603567e-01,6.548315302006282868e-02,2.021580697566515428e-01,1.514927955472211984e-01,-1.157531355182335464e-01,1.474414009342887022e-01,1.918040501495772709e-01,-2.986521290545639251e-02,-1.060568792643333536e-01,3.716718270123478551e-02,-9.667963044614792667e-02,-1.493035888386644305e-01,-1.086227357260185628e-01,2.093690366052011406e-02,9.754713643315808536e-02,-5.394005873879884755e-02,-2.522089488770723475e-02,1.011920557751575314e-02,-2.016051672963302052e-02,-3.293973717713653132e-02,3.467147695196145379e-02,4.017501238635566747e-03,-1.436714096234382315e-02,2.876522558126198142e-02,-2.171157294638311960e-02,-5.589721908717620869e-03,-2.649285223163175274e-02,-3.250961498704555558e-02,-3.604686627031463385e-03,6.683439267134134261e-04,-1.989182036982829749e-02,-3.292902709987137119e-03,1.364145739561154922e-03,-2.200246663315872167e-02,6.347957453590246518e-03,4.253765914014076728e-03,-6.773463672957335223e-03,-3.660249238516479538e-03,-2.831778221739707831e-03,8.763243536952187995e-03,1.021256704637225638e-03,-1.664294491144228342e-03,-4.493602853529582268e-03,-1.302982612013561846e-03,-6.780309735846876476e-03,-1.722788585672675992e-03,-1.083077037535037359e-03,-8.003453201594243685e-03,3.078166211802202748e-03,-4.589716556003967454e-04,-2.750707106882980136e-03,-5.645581452203221476e-04,-4.152962868755302240e-04
1.000000000000000000e+00,-5.120185184666842249e-01,7.775931117922726954e-02,1.727875849182883006e-01,-4.381784051007528435e-02,-2.512945378098355165e-02,8.092021022795459206e-02,2.080419425524017776e-02,-9.587803542374005727e-02,9.654522939777850088e-02,-1.322383090739213951e-02,-6.556502817258564285e-03,1.093096348763553383e-01,4.647044925493366840e-02,4.970398618742936925e-02,7.508219909946323156e-02,1.463244075383137756e-02,1.763043547874417437e-03,6.140494070671765128e-03,-6.130337064619625909e-02,1.484982195650947669e-02,1.338955651341021576e-02,-5.189425869759116405e-02,7.842574478338805444e-02,-1.923870267311513643e-02,5.823372587510648041e-03,-1.265445957770034921e-02,4.750424062386465057e-02,1.901240909318718808e-02,-2.002622312233098834e-02,8.170341766111040294e-03,-5.865524431978742098e-02,6.275540496785483001e-03,8.486994792477842121e-04,-4.073235085840291869e-02,-2.387326206353026364e-02,-1.863984291297578200e-02,-1.607410482826313741e-02,-5.428112977776027026e-02,8.798161996676096344e-03,6.515405181073655357e-03,-4.079448021373411476e-02,1.685402566268409327e-02,-9.045133484247860900e-03,2.812516480470795069e-02,-1.507287908430366731e-02,1.523032768566806236e-03,-1.935698196707827390e-02,5.866783261666516994e-03,8.529199079935278344e-03,1.839889841443416441e-02,1.712972101042628884e-02,-2.081936723510327547e-02,6.050098675373866489e-03,-1.353178456432813873e-03,-2.224763380694634932e-03
1.000000000000000000e+00,-1.923536280285681743e-01,4.495260674376354015e-01,-3.782179339184999628e-03,5.124142365325315973e-01,-2.310747512833040418e-01,-2.705311817105752747e-01,1.402839449190931287e-01,2.058110401711275850e-02,5.928149532625762684e-03,-4.074441302713147084e-02,-2.888839764134507743e-02,-2.073204960980913961e-02,1.029842066667765836e-02,3.773849408804211963e-02,-1.707827888108271255e-02,3.742908417518597125e-02,6.501920120833562999e-04,-3.486537078681376661e-02,1.785762910868015502e-02,8.796428437755330482e-03,-8.982923160675721289e-03,-4.419063251838681317e-02,2.117959369877084243e-03,-5.927142627858273879e-03,1.109848205977302486e-02,-9.022850377648609227e-03,2.985839328722375910e-02,2.362125644951248993e-02,-1.806710197857297820e-02,-6.271252955156676571e-03,1.096849230493243503e-02,-6.092590894807917157e-02,-6.158341657520363145e-03,1.181560637836870679e-03,-8.289533394119818349e-03,7.502522911840181670e-03,5.060806157645895281e-02,6.858398454978053421e-03,4.631436977134264360e-02,-4.013572582795113530e-02,-2.575921310591870045e-02,-5.860326082410877505e-03,4.081138329786922377e-03,-2.504590615694286815e-02,6.695703811572049045e-03,3.630480003449332565e-03,5.146185656207792267e-03,-2.888179746487370882e-03,-1.142354793577825961e-02,1.202553221620884056e-03,4.560850869371498701e-04,-1.212765026830587862e-03,4.249203836084562702e-03,7.612331611647284212e-04,1.086586225410449076e-04
0.000000000000000000e+00,-4.021669664642235631e-01,-4.278089001136838043e-02,6.207018315423628446e-02,4.630573397263094970e-02,-4.851432836322905340e-02,-2.024766872910564036e-02,-1.240782044895965552e-01,-3.129215720777156484e-02,9.849027723844921978e-02,-1.940867677160489913e-01,1.683898407386345830e-01,-2.477406537151007407e-03,1.232322619895954117e-02,-3.278174706012694506e-02,-3.270388382001648830e-02,-3.495321048021424182e-02,1.047142527972983773e-02,6.970501175340183819e-02,8.564902656588083141e-02,1.213585941045100536e-01,1.026613557153854828e-02,3.734224901587569756e-02,7.114747293096646170e-03,-5.653580462007291169e-02,2.694768274947600441e-04,2.236906256556549320e-03,-3.887908184804953621e-02,2.847386031073138174e-02,-9.042462035105038043e-03,-1.912543935556890867e-02,-3.227964473387211208e-02,2.037381993788716164e-02,-3.629295813567506163e-02,2.091421478814763438e-02,5.993243251298380203e-03,3.331633246205854132e-02,1.773580067708303148e-02,-1.012436474747115123e-02,8.150612069865682471e-03,2.482965140700055511e-03,1.632778140556405064e-02,2.689641441092199131e-02,-1.171988715935341069e-02,-2.010377852276267288e-04,4.927271564572467764e-04,6.299155736150016671e-03,1.041362074808131581e-02,-8.691777663284718739e-04,-4.190167152770148812e-03,1.141227383995789546e-02,-5.874639538173613389e-03,-1.075195115106536425e-03,3.230454633280572304e-03,-5.285288038022163508e-03,1.816788128157838949e-04
