1.000000000000000000e+00,-6.428673833192933174e+00,3.231529717520923661e+00,3.121688138349142605e+00,-1.370124670884383500e+00,-3.753876756598477082e-01,1.383833367681477911e-01,6.314052353936330242e-01,-7.022982819718018854e-01,-2.981203280706269942e-01,4.818061819394247047e-01,-1.657489028996919356e-01,-3.696876236242297442e-01,-3.379636918287397540e-01
1.000000000000000000e+00,-6.852401225696604925e+00,2.167972916904447711e+00,1.852675706626911278e+00,-1.010498109587381510e+00,-1.150001605664282556e-01,8.369876585662128221e-03,-8.033565056221586564e-02,-3.035067208996676813e-01,5.871808276319870901e-01,5.096105446757024371e-01,-8.540626300798770387e-01,2.723445400880956935e-02,-9.018330349303566029e-01
0.000000000000000000e+00,-9.074319862395094916e+00,-9.103331903243383039e+00,-2.035087087104923143e+00,-1.051128396341944882e-01,5.000696728164898408e-01,1.747669535620404613e+00,-4.996013994711048234e-01,-1.129396804212384531e+00,2.146662110479644336e-01,5.067669246144761441e-01,1.560479939106091951e-01,2.411707385255467129e-01,2.295076938889163976e-01
0.000000000000000000e+00,-9.172954641338357362e+00,-6.505208803931404660e+00,-3.016703455065446793e+00,-1.665458749341659495e+00,4.115903373886510841e-01,-4.994047977750490919e-01,6.810261423952690407e-03,2.631589100517308655e-01,5.859656026417497943e-02,6.291458630275887920e-01,4.472882864782551926e-01,-6.299103510714433585e-02,-5.237498406182825028e-02
1.000000000000000000e+00,-1.199687535824449824e+01,-2.935093764580661180e+00,-2.994498304151388623e+00,-5.295543853140221913e+00,1.731877258248274432e+00,-9.418990345932757302e-01,-1.311630264089820308e+00,5.699725754921447507e-01,5.617849089071659530e-02,-7.175881611731425858e-02,-2.081081214511767974e-01,2.144543276483484584e-01,1.349772832853757820e-01
1.000000000000000000e+00,-9.613164272579574288e+00,-6.354639435353164778e+00,-1.837403540706768146e+00,-2.411380477013902013e+00,7.139657811131627785e-01,-8.259384785553867125e-01,-2.256820016844757193e-01,1.852671869667048554e-01,3.274581381330843310e-02,7.585715191978464889e-01,-1.499699702398291090e-02,-4.496120033338888433e-01,-9.836561737748344969e-02
1.000000000000000000e+00,-8.469836191500908384e+00,7.879880068011730909e-01,8.464386870313496125e-01,-2.057391487005208131e+00,8.551169223559137444e-01,1.050712410552635312e+00,8.090504227045036689e-02,-8.651733367236411620e-01,-6.741917650510214077e-01,3.679331574876020805e-01,-6.323093707869371916e-02,3.473205065422509397e-01,3.291622388436247215e-01
0.000000000000000000e+00,-8.642689877534696308e+00,9.418078307087528467e-01,1.224685254703648862e+00,-2.569289422800714373e+00,4.247537513755129668e-01,2.959876224221876795e-01,-6.250221775704267735e-01,-6.123747263866157198e-01,-2.114229257997959355e-01,-1.375813170570796828e-01,-1.086803331306444853e-01,6.358823382553699388e-02,-4.736403400129242103e-01
1.000000000000000000e+00,-6.230740437108916119e+00,5.396957724933241884e+00,4.041246826120416635e+00,-4.445529764324804844e-01,3.397318439242082988e-01,9.409505409008123156e-01,-4.372737416510490971e-01,-1.759508664946051182e-01,1.785149355903119239e-02,1.032835635860625878e+00,-4.617519251863375085e-01,-1.071737476669879285e+00,-3.405734870612673326e-01
1.000000000000000000e+00,-6.928049166896581568e+00,2.079243031435366262e+00,2.180970534361121427e+00,-7.720099002024662926e-01,7.388849988807446589e-01,-1.214603850509319294e+00,-3.063527244850291487e-01,1.369123954087995587e+00,5.656020731464538320e-01,7.478404082230292182e-01,-8.189201497428524323e-01,-1.023880686110119953e+00,-1.168115962465634816e-01
0.000000000000000000e+00,2.269838295689433849e+00,-4.532846934677696282e+00,3.452188306795997974e+00,3.607907731843813526e-01,-8.021574614136586234e-01,-6.095290318859791778e-01,4.163817789865704166e-01,-1.083614625172093504e-01,-1.210982419490383322e+00,9.933464899819525185e-01,-4.326181752532899383e-01,-3.443195539718997833e-01,1.768893630119605653e-01
