1.000000000000000000e+00,-3.242118886323802629e-01,3.814558644013353317e-01,-4.621335218506473774e-01,-1.074307530207785133e+00,-1.050548472599278860e+00,-1.379381013541058909e-01,-1.094951118395516426e-01,2.230373149930906518e-01,2.383711990427656302e-01,-1.190033312150894640e-01,-1.634073996459433631e-01,-1.079759831203361137e-01
1.000000000000000000e+00,-2.115264019568754150e-01,5.768520350454633405e-01,-4.747958188246627076e-01,-1.136176084095908534e+00,-1.074850964671704379e+00,-1.356432299985901868e-01,-3.964614340682372229e-02,1.826603073813708455e-01,6.197956759067332899e-02,-9.311047733747068733e-02,-9.236316084631959744e-02,-7.602026010092347019e-02
0.000000000000000000e+00,1.838231167633202290e+01,2.163731001459683512e+01,-3.815166858758427537e+00,1.344806462437192351e+01,-1.327539059843885427e+00,1.447567287135429925e+00,-2.320420111985105893e-01,2.897047563415555693e-01,4.110559700198588295e-01,-1.911839896261038341e-01,1.378123085972732809e-01,-8.611286102477605509e-02
0.000000000000000000e+00,-4.951627475067321704e-01,7.989001920729477124e-01,-4.355935272614832043e-01,-1.521031353689744403e+00,-1.563363055204016527e+00,6.980093195447148458e-02,1.066496526579759629e-01,1.398004187459715997e+00,-7.772033801591110569e-02,-3.543226036593752348e-01,1.524725707927920559e-01,4.024097559841424698e-02
1.000000000000000000e+00,1.128354897852696936e-01,1.105282206156930735e+00,-5.238531323149606678e-01,-1.138034327108220056e+00,-1.107579799915931140e+00,-1.352432801015096830e-01,7.757284532251704223e-02,7.307356503021267269e-02,-1.126209755109306709e-01,9.253786100376404367e-02,-4.719071315702996761e-02,-3.480462035670750520e-02
0.000000000000000000e+00,3.535159144616474292e-01,1.568912576377797574e+00,-5.584556131257931710e-01,-1.335783333912753834e+00,-1.358026350452631981e+00,-2.052805873586011909e-01,1.880871249000173051e-01,4.978828912037558396e-02,-2.785047592069888611e-01,1.106673737456888296e-01,-5.363609642709044056e-03,-9.315649513210223776e-02
0.000000000000000000e+00,-5.223161238270603857e-01,1.255021452727590192e-01,-4.309349826667490113e-01,-1.147245875535526149e+00,-9.799541114583459889e-01,-6.929816514256689763e-02,-9.573238602167630229e-02,3.271544559185797785e-01,2.251136203201259955e-01,-8.910836111465184062e-02,-3.533313642689181466e-02,-5.623333999701447816e-02
0.000000000000000000e+00,1.686895230506199606e-02,8.775383813322128468e-01,-4.858778821082512245e-01,-1.245095616551390894e+00,-1.170926553879379606e+00,-1.476937373688613220e-01,-4.199149957192745142e-02,2.851010887242111380e-01,-2.336471243085354310e-02,-2.531280980581501749e-03,-8.109124825657179625e-02,3.928007846335300479e-02
0.000000000000000000e+00,-1.585794139234686373e-02,1.389059261210772167e+00,-4.785997096494476466e-01,-1.746015908261393967e+00,-1.724750009084168756e+00,-1.404761878337869030e-01,2.218918476294104991e-01,7.233385896140011040e-01,-2.668890314012116183e-01,-6.497817678402972863e-02,2.170596003339410052e-01,6.477514142646785544e-02
1.000000000000000000e+00,1.860192253334276558e+01,2.202530765248620526e+01,-3.842650820268398437e+00,1.337933658000015491e+01,-1.405319527890113163e+00,1.453377700745108525e+00,-1.406571624980534063e-01,2.266367144033198389e-01,2.903024653250406706e-01,-7.398504224232074766e-02,1.729865319905691257e-01,-6.547329718487689132e-02
0.000000000000000000e+00,-1.846540284598628068e+00,-1.270099704608206093e+00,-2.312032671111154958e-01,-1.590602200365055507e+00,-1.233333790888259784e+00,2.487152406477839417e-01,-2.127670347357892011e-01,1.989323613179090344e+00,7.324794396044069789e-01,-6.272453002487429208e-01,2.803884414465398489e-01,9.617044510788354261e-02
0.000000000000000000e+00,-5.684258800272389278e-01,2.577561063533745367e-02,-4.629725463409879449e-01,-7.757384860907863278e-01,-6.577116507263314205e-01,3.908442454244998032e-02,-1.382977634272972711e-01,4.571397300117739926e-01,2.313112456538993500e-01,-4.672998770100178501e-02,-8.676346628940106998e-02,-1.644472975324826614e-01
