0.000000000000000000e+00,-4.283419151090764876e-01,-3.125027961752768757e+00,-2.183556894796002457e+00,-1.288146467182248456e-01,-9.123564347190388224e-02,3.759218195802362938e-01,3.856020650357060986e-01,-2.329905890131601098e-01,1.392895743796977448e-01,-2.160453367366125810e-01,1.532315500787363449e-01
0.000000000000000000e+00,1.022281558732649565e+01,-4.586744459897468040e+00,5.872602974472296289e-01,4.092261162912220751e-01,-2.588526029686473717e-01,2.493187130789868977e-01,3.810435148724729548e-01,8.104965157383074992e-01,2.734694535813272376e-01,-2.239200656604780626e-01,6.372650069330225708e-01
1.000000000000000000e+00,-4.405984028143946851e+00,-4.487859592970671607e-01,-2.360644355879271572e+00,8.781030570996910534e-01,1.545920412229475405e+00,3.467203735640383422e-01,4.264464391574339097e-01,-3.777368479108567101e-01,2.086798265814063247e-01,-5.184458619956237024e-01,-2.193497786686893214e-01
1.000000000000000000e+00,2.478633077953499519e+00,-4.701245383784487863e+00,-8.836966944800409562e-01,2.906809852513658199e-01,-3.086046886220632501e-01,-1.341558086122250082e-01,3.321991180368226160e-01,-3.680342324174372681e-01,-2.478649264579450284e-01,-1.114830993418376437e-01,2.573944690687369752e-01
1.000000000000000000e+00,7.017564227829651280e+00,4.717356970366949120e+00,-6.072639786516511595e-01,-2.506870913223990804e-03,-5.669924553549954283e-02,5.181164776196801602e-01,-4.575999516338927209e-02,2.083559385545589726e-01,-8.230762634019109236e-02,2.600724165457679593e-01,2.536355877341543996e-01
0.000000000000000000e+00,-1.518724658972251951e-01,-3.380715393811667191e+00,-8.452442801328454713e-01,-5.726723393309346433e-01,-7.045090439741812094e-02,4.630291387738036391e-01,1.707627261920109940e-01,8.627710251187464818e-01,-5.913368425100011816e-01,4.086246061013286690e-01,-7.359346813739195414e-02
1.000000000000000000e+00,-4.989576551469661503e+00,1.135587045420595881e-01,-1.646478408327582965e+00,-7.996250940128674101e-01,4.780770890867939715e-01,3.728694413629132787e-01,3.269670974547760067e-02,3.141207038840762023e-01,-2.335685899606721738e-01,-1.912412022596546302e-01,-9.155111355052891753e-02
1.000000000000000000e+00,3.643568867374794795e+00,-6.840557401053581899e+00,4.976240935347098215e-02,-1.503095540019542264e-01,-2.661170677507700422e-01,4.566586642159647935e-01,-9.485570778667495873e-01,1.573988663354273787e-01,-5.123034105118586812e-01,2.490626356536364827e-01,3.942911651850529442e-02
1.000000000000000000e+00,-2.308438489291184226e+00,-1.744094368744466106e+00,-1.034426729914907916e+00,-3.813589795994947185e-01,-5.951160763823210020e-02,3.776839160505757187e-02,7.353581769360185982e-02,3.325987365725320277e-01,-3.190316497866201306e-01,-4.618525514399450804e-01,4.353970898340783768e-02
0.000000000000000000e+00,-4.569455480466947606e+00,-4.228697792288829138e-01,-3.136142627780033276e+00,-2.238174281370557961e-01,-2.108417315789300472e-01,4.936121771441380202e-01,3.515393685665276213e-01,5.758297131269535241e-02,7.066482777730292292e-03,1.906114879896930736e-02,-9.933523389121984293e-02
1.000000000000000000e+00,-3.996395675052784480e+00,2.134094763374743686e-01,-1.570886661178519050e+00,-1.402120595090452060e+00,-2.216650919724844626e-01,-3.996408031764659557e-02,1.024647808279576466e+00,-6.174403236173391096e-02,-4.217887296064850577e-01,1.672263169419679618e-01,-2.451459867468186171e-01
1.000000000000000000e+00,1.481691380836345218e+00,-4.281742097394392488e+00,4.608028324231859818e-01,-2.158111401380161110e-01,2.662002019386996432e-01,5.797794974485032116e-01,-4.360738692722586074e-01,1.070962101295042934e-01,-4.763834622672554753e-01,1.580235806022362299e-01,-9.296556871530756161e-02
0.000000000000000000e+00,8.190576402512350640e+00,-3.395284264557300702e+00,4.139075104108065339e-01,-9.248008408052036389e-01,-1.116414139518714155e+00,2.974934891125808889e-01,-7.025252558006997994e-01,-4.688368860167944074e-01,-2.984263004221213156e-02,8.191771837924677335e-02,2.995934591507971034e-01
1.000000000000000000e+00,3.881771461349988961e+00,-5.708872292294315365e+00,-7.118750643135207667e-02,3.350282762584144147e-01,-1.071131065554276618e-01,6.245103114964956070e-02,3.694510619996038692e-03,-2.530461201865935594e-01,-2.193248191716131168e-01,1.739294044998650479e-01,2.932520490514458067e-01
0.000000000000000000e+00,8.126995875173731676e+00,1.720320651020277758e+00,-9.053019215704545264e-01,8.362184207030687322e-01,1.655959666150594867e-01,5.023847316792852125e-01,1.353322007671468041e-01,1.087403508891187920e-01,-2.456154523752573371e-01,4.656848261292637070e-02,4.538728308627285601e-01
0.000000000000000000e+00,8.622861367134161625e+00,4.929444869081395453e+00,-1.202181094237647851e+00,2.710811218347668916e+00,1.453204881542303317e+00,3.445908512741667762e-01,6.061645225634897383e-01,1.189481436847229512e+00,-1.140996641292511826e-01,-3.020524893784384823e-01,5.032211897644149889e-01
1.000000000000000000e+00,-3.636033767408496598e+00,-6.364699749525668526e-01,-1.071194075438021587e+00,-4.130899238803740214e-01,3.662875986207572154e-01,3.779080961380550385e-01,4.586982977000128581e-02,-5.153591138458132881e-03,-2.138752165866955046e-01,-6.114706380971385302e-01,-7.146718163372889343e-02
1.000000000000000000e+00,8.456204337525417003e+00,-3.379675990438792521e+00,9.998206614287938887e-01,-1.260858083998420476e+00,-1.042797186694760736e+00,-2.186253869111787207e-02,6.185963251745250080e-01,-2.099349291944131446e-01,8.337766790602605393e-01,-3.067959315967961342e-01,-6.219341842465919701e-03
0.000000000000000000e+00,9.162777589364218045e+00,-5.425370762550626225e+00,1.239928348978814654e+00,-1.736459007373208463e+00,-9.628352374153148485e-01,-1.559441075655186859e-01,2.130013088820976286e+00,-3.577721972754025481e-01,1.773968809594028695e+00,-9.905746569760701670e-01,-4.494427621537078754e-01
0.000000000000000000e+00,7.606835580498018778e+00,4.385286210672001417e+00,-1.862921298943372550e+00,1.507912503451108943e+00,6.301235406873061384e-01,5.652175225657597446e-01,6.765648322316346608e-01,-1.989744177897063149e-01,6.072031306036044379e-02,1.352441880113758321e-01,5.615431580502077136e-01
0.000000000000000000e+00,-2.595398100738638192e+00,-1.875859341488383958e+00,-3.255712528085802582e+00,-1.129233516890482680e-01,-3.506705832108701903e-01,8.193683429159870357e-01,5.409904182386293670e-04,-4.240358325440195947e-02,-9.602511779496983313e-02,-8.134266004870999156e-02,-3.599690830928454349e-02
1.000000000000000000e+00,-7.508759156112446931e+00,2.387500209745309743e+00,-1.129571813223076315e+00,-1.559582424134308809e+00,6.051660082178267341e-01,1.079287894354338917e+00,1.243633908569102831e-01,1.010280959526637323e+00,-4.667534236376146839e-01,4.096958048438792410e-02,-4.188763552161145487e-01
0.000000000000000000e+00,-3.379581613649876193e+00,-1.598316692429007757e+00,-2.248171393383602723e+00,6.357975433359303041e-02,-5.783487857344229432e-01,1.962856168194362372e-01,2.141488915859943443e-01,2.462246261965858607e-02,5.262966744241035499e-01,1.697842640667574787e-01,4.074811750790816034e-02
