1.000000000000000000e+00,-8.590585982827750655e+00,-5.082143542306247763e-01,-1.733725025215374638e-01,-5.108599282747051662e-01,-3.947072004020246161e-01,8.009745601348580712e-02,-8.455355066747144432e-01,-2.997334330063005092e-01,2.743658456916456823e-01
1.000000000000000000e+00,-9.220615684731576778e+00,-7.283258196112804006e-01,7.150072135222407255e-02,-3.092880953366297092e-01,-1.347816469590099042e-01,-5.210655961524893187e-02,-5.268412569279797841e-01,-2.821288765501370754e-01,1.838421547860724647e-01
0.000000000000000000e+00,-9.203874946641917631e+00,-7.084378717533467151e-01,-3.546478575388645194e-02,-2.804318653822074348e-01,-6.544829590958578525e-02,-6.355560751604365233e-02,-4.878688834166741151e-01,-2.877724938050200132e-01,2.104242279439335617e-01
0.000000000000000000e+00,-9.395711320376729958e+00,-7.627621195322772385e-01,-2.081581425595369073e-02,-2.036553097369224741e-01,5.975288848325777114e-02,-1.182489960313700544e-01,-3.623732700783351968e-01,-2.542934263272145223e-01,2.086115801934376179e-01
1.000000000000000000e+00,-9.787141862284158833e+00,-8.786252058682796351e-01,1.841052281810984237e-01,-1.158386712588459488e-01,2.147393697362018905e-01,-2.244006428182249158e-01,-2.284321601248615607e-01,-2.154413958680625463e-01,1.512759876482272503e-01
0.000000000000000000e+00,-9.258211272403091385e+00,-7.008437948492396430e-01,-1.248599136092354289e-02,-2.819961628262669384e-01,-8.793271185196877004e-03,-8.153776119523191424e-02,-4.883964676002654492e-01,-2.666452469681978021e-01,2.173028429434727959e-01
0.000000000000000000e+00,-8.969570883289739172e+00,-6.168341470430841467e-01,-5.558671368091228082e-02,-4.118581584218493630e-01,-1.263877680532821124e-01,4.424600931450131669e-02,-6.331652236886823326e-01,-2.886176334784806841e-01,2.917992132371558522e-01
0.000000000000000000e+00,-9.397405152833082198e+00,-7.653612491117470773e-01,5.775220480235976339e-02,-2.465232440990179352e-01,3.117854805931524753e-02,-9.961536901771492203e-02,-4.067107509106637764e-01,-2.480826214198897928e-01,2.058917988727135828e-01
0.000000000000000000e+00,-9.394818306447154654e+00,-7.459099509622474367e-01,1.542756279600194791e-01,-3.263944182172033859e-01,1.175807085100804839e-01,-2.497561520197005835e-03,-4.604572270698849001e-01,-1.632489394513406689e-01,3.694762412199049662e-01
1.000000000000000000e+00,-9.577985207012153168e+00,-7.960878281852663552e-01,7.131331749562341837e-02,-1.869574968489808864e-01,1.588297156354998574e-01,-1.771689596498116914e-01,-3.346682098217137469e-01,-2.206558716458103531e-01,1.910258466892956752e-01
0.000000000000000000e+00,-7.502439459549091971e+00,-1.415414369850350740e-01,-6.763474800622437666e-01,-8.944360573580678597e-01,-6.475915610421324464e-01,6.236161438641599775e-01,-1.337612001987900090e+00,-3.967260711311092480e-01,6.326210380634886832e-01
0.000000000000000000e+00,-8.891561261849377118e+00,-5.944380878071819918e-01,-1.742769788084783666e-01,-3.902522966474634147e-01,-1.527000204489515345e-01,3.040574047025915161e-02,-6.327119082479846224e-01,-3.162637080784317378e-01,2.831331640158180063e-01
0.000000000000000000e+00,-9.459415150738264444e+00,-7.678183019791122721e-01,2.084972895044012731e-02,-2.122379727138621330e-01,1.069694726955321556e-01,-1.079297011126323369e-01,-3.703924561442379915e-01,-2.253030824373151164e-01,2.297910883885869726e-01
0.000000000000000000e+00,-8.692636912465731669e+00,-4.880661746805035617e-01,-3.300082437314025841e-01,-4.652796121758139281e-01,-1.223077086941652680e-01,6.762723785513721775e-02,-7.319646799100816281e-01,-3.005759032879982140e-01,3.503899808206841771e-01
0.000000000000000000e+00,-9.387497072560764266e+00,-7.179842405499849978e-01,2.720057248826357466e-02,-2.737613544392274445e-01,1.020922216497531509e-01,-9.316027150292688352e-02,-4.502193994783809661e-01,-2.469387005326181272e-01,2.337027252245191811e-01
0.000000000000000000e+00,-7.681014693506646118e+00,-1.233649421910631983e-01,-8.307344715264093349e-01,-7.971606469325868138e-01,-3.884620190299003517e-01,4.691522363339226676e-01,-1.205054828392602806e+00,-2.999338611382360575e-01,6.556830936543500687e-01
0.000000000000000000e+00,-7.638851304698747846e+00,-1.921667360545494807e-01,-5.843132378863614695e-01,-8.680699941505709560e-01,-6.645830520207863801e-01,5.839468522096543657e-01,-1.298964382823130981e+00,-3.517573081998437434e-01,5.798955412725522729e-01
1.000000000000000000e+00,-7.619809916102644465e+00,-2.454616429208674733e-01,-6.879079896459081578e-01,-7.203744434506349492e-01,-6.653481828104026441e-01,7.028365827863197746e-01,-1.087063452975573830e+00,-4.022662846952976823e-01,6.199381875413202403e-01
0.000000000000000000e+00,-9.093778615641804564e+00,-6.100434228066992093e-01,-1.425204274212592548e-01,-3.675965377548235935e-01,2.634283431051548385e-02,1.772275593892674861e-03,-5.687112510813707722e-01,-2.473444640060074029e-01,3.168497486301129484e-01
0.000000000000000000e+00,-8.610566813645593953e+00,-4.652867467198846807e-01,-2.435766162977640592e-01,-5.516715002882464081e-01,-1.608138925353538862e-01,2.459063801178141828e-01,-7.784984600243195496e-01,-3.679163611717788385e-01,4.563528996287954387e-01
0.000000000000000000e+00,-8.031992438166808412e+00,-2.467119675326457373e-01,-5.309988036917882015e-01,-8.392048070909678970e-01,-3.307518009265866810e-01,4.875382538921199105e-01,-1.163151729080735830e+00,-3.383097272090467289e-01,6.095616355891412264e-01
0.000000000000000000e+00,-7.507241433043187584e+00,-2.448931426640666431e-01,-6.582995717267925428e-01,-8.423109413809652946e-01,-7.772602310579634910e-01,9.917630364447898028e-01,-1.196105635098403841e+00,-3.637845667595344112e-01,7.821352498372676765e-01
0.000000000000000000e+00,-9.491825624590651600e+00,-7.981466080958842246e-01,-1.507638384379250684e-02,-1.573517475013599398e-01,1.124164214179928095e-01,-3.451469886748728677e-03,-2.678052696090160723e-01,-2.400807941917574295e-01,2.696908088731883035e-01
0.000000000000000000e+00,-7.575956745660938019e+00,-2.703788682277152855e-01,-7.587880923653007592e-01,-7.839537664383051663e-01,-6.794250743529196557e-01,1.105489954953460474e+00,-1.008879185170824311e+00,-3.932902838696632486e-01,8.580293895709903973e-01
0.000000000000000000e+00,-7.557417507130464784e+00,-2.554089422131599063e-01,-7.274042126937638741e-01,-8.604708259098969858e-01,-6.463830271832917695e-01,1.070780019543482675e+00,-1.108204128232622043e+00,-3.562362511604143522e-01,8.823708094520346101e-01
