0.000000000000000000e+00,-5.590837029661724009e-03,1.001999076365473120e-09,-1.329622799188857353e-10,-1.368864347841703966e-01,-1.217785749107354043e-01,-1.413799976681361370e-01,5.690392515875203339e-01,-2.020623081903841212e-02,6.235928511183535389e-02,-3.637683439323578793e-02,-1.414930624066821144e-02,3.376861742979308384e-02,-3.518918889213902383e-03,-2.427652762426786044e-06,5.291460485589112106e-04,5.569744554330449254e-05,1.899877371360872728e-04,2.659180973931503378e-02,2.377890424352110399e-01,-2.757247961127238991e-03,7.194236705090092387e-01,-1.221188457678605913e-02,7.527957525841423581e-02,3.841665622329638874e-02,-9.760433649752518759e-02,2.353385485959876011e-02,-5.783546875867917559e-04
1.000000000000000000e+00,-3.556277682882669211e-02,-3.884930078378201310e-12,2.762236511926833667e-13,-6.431853673679600869e-02,-2.008285386948181483e-01,2.096469375140061486e-01,-3.673453002946912294e-02,1.529995158541107986e-02,-4.110564299001088773e-01,2.864084144432291201e-01,1.291247965206856856e-02,3.318009281851856673e-02,-4.357320678326754605e-03,1.377206460994434399e-05,-1.940623646326263604e-03,-3.067098077635207381e-04,-1.004714721914462365e-02,5.325484778780614770e-01,5.307228515856309281e-01,3.577678985743983769e-03,-1.466233142128362532e-01,2.266037973338868028e-01,-1.525813528572435816e-03,-1.141718086242374947e-02,-2.289506127731506975e-03,-1.092095920118274282e-03,5.143625254499027108e-05
1.000000000000000000e+00,3.444082985386611173e-01,-6.339344378175784495e-09,8.636414694041969637e-10,-4.457829755395778526e-01,4.122392342323196179e-01,2.558951279069456713e-02,-6.944296352552162266e-02,2.492940265041666912e-03,-7.669243736905009302e-03,3.579401188202814728e-03,8.558274596751051398e-04,-1.688985472806435765e-03,9.417181716673797998e-05,1.271834649971087067e-07,-1.334840210738131162e-04,-1.365207382411498942e-06,-2.837093764864252098e-05,-2.697410540902863644e-03,-2.120890704930286641e-02,1.841635974541578887e-04,-4.783740344940482642e-02,-4.556912556588499884e-03,2.558855960481738467e-01,-2.800361108321237080e-01,-1.240001521178069332e-01,4.900173298722543813e-01,-7.868649518216679073e-02
0.000000000000000000e+00,-3.951208345415896384e-01,-3.106638726506169568e-01,7.550858726950484545e-01,1.494788119957403405e-01,2.728489236533153672e-01,6.770365940447774754e-03,1.779244086808768645e-03,1.080685160456105066e-03,5.821512041203181316e-04,1.575031000165347944e-04,6.413755906762486265e-05,5.574488226956588202e-06,-2.896307722734612161e-06,-2.496233589479242902e-09,1.592661456827944646e-07,9.036088596280922613e-07,-1.654009549984998075e-06,-4.743020104273774673e-05,-2.725470660797069643e-04,2.924958007845252081e-05,-3.804403316497284690e-04,1.832508165201543688e-04,-8.762504753087110854e-04,-3.186694252759472538e-03,-5.983822905264936549e-04,-3.175205099017300607e-04,7.325851092624039817e-05
0.000000000000000000e+00,-3.951209053508937252e-01,8.092553855255167905e-01,-1.085001711744162933e-01,1.494788618638780431e-01,2.728490385351924341e-01,6.770399838588202213e-03,1.779256887636809651e-03,1.080714300116039205e-03,5.821823979810004674e-04,1.575430995318028088e-04,6.419970401093700349e-05,5.660506413352922763e-06,-2.784968631744807763e-06,-2.444377989908790651e-09,3.354621458149214647e-07,9.030409784163514939e-07,-1.653335473992035402e-06,-4.742486737137249889e-05,-2.725370738341998181e-04,2.924891772796043717e-05,-3.804333955693061059e-04,1.832500327253995477e-04,-8.762494320572545084e-04,-3.186692015140994011e-03,-5.983823758973282969e-04,-3.175204056124942848e-04,7.325820362046591577e-05
1.000000000000000000e+00,2.481653114235994606e-01,-4.889349248728135822e-09,6.665013745324832542e-10,-4.652660958927612445e-01,3.267703963762465524e-01,6.080394781442352917e-03,1.795906358269336589e-01,1.616574315323648578e-02,3.602463130525450450e-03,1.012325728847337028e-02,7.237751577467183180e-03,-1.753987380729855189e-02,2.362422600333318953e-03,1.245395343032792367e-06,4.637803885429546543e-04,-2.881283439205687986e-05,-1.316601033022508102e-05,-4.705697212253893286e-03,-6.074334980709163861e-02,1.197669434227314859e-03,-2.445655496452918132e-01,1.450051728849592082e-02,-3.211124607176346624e-01,4.208144125529110768e-01,-3.920743908823535184e-01,-8.544938020080268537e-02,6.295285220233275483e-03
0.000000000000000000e+00,-3.466024724641008498e-02,4.855004868527820818e-12,-6.831023397791539292e-13,-6.148697819289479505e-02,-1.886616503600579975e-01,-1.271781688242355768e-01,-5.751549438148492038e-02,-1.152546388702158225e-01,-1.248889261494347813e-01,-1.595851776537003663e-01,-2.507663945053548171e-01,-2.881372966230956179e-01,-4.631121872911320159e-01,-2.207025545420677581e-04,7.114508773176191347e-01,2.248420452878566352e-03,-2.689598636673390733e-03,-2.073165790929034150e-02,-4.048725388355370325e-02,2.676631176716559850e-03,-3.012203860442520462e-02,3.217521454814594936e-03,-6.225090520026458490e-03,-1.243660997915177480e-02,-2.252053534297089599e-03,-1.010450785775533810e-03,2.002222208218472528e-04
0.000000000000000000e+00,2.465620973085847767e-01,-3.673657591886297009e-09,5.039004230149695180e-10,-5.011029202201100485e-01,3.307535517362205635e-01,-1.728333826117395278e-02,2.671653483056948275e-01,1.171479490737967720e-02,1.545854289865010445e-02,2.678323187099731356e-03,4.279599094821166794e-03,-1.053367108928254282e-02,1.599775352182553198e-03,7.255542795584289626e-07,5.281326866125147330e-04,-1.694053503059173729e-05,2.926091105483243703e-05,2.467300525303659799e-04,-1.321682010346590663e-02,6.305572625819392792e-04,-9.793505658726704699e-02,1.282772693819586758e-02,-2.240858052761012797e-01,-2.164234496957765652e-01,5.201795162120620430e-01,-2.171462604786933981e-01,1.122808242411186576e-02
0.000000000000000000e+00,-3.951208345081330675e-01,-4.985916959072067556e-01,-6.465856770076686688e-01,1.494788119849410624e-01,2.728489236592234746e-01,6.770365932850149100e-03,1.779244084786435172e-03,1.080685159720999730e-03,5.821512042536447495e-04,1.575031003160604710e-04,6.413755904265050955e-05,5.574488393178561623e-06,-2.896307711671919295e-06,-2.496233453567796282e-09,1.592661426844637439e-07,9.036088584113765487e-07,-1.654009573804788514e-06,-4.743019919241057714e-05,-2.725470628491815793e-04,2.924958008646448009e-05,-3.804403317970427587e-04,1.832508140699861808e-04,-8.762504757900143422e-04,-3.186694253159018820e-03,-5.983822908720990352e-04,-3.175205102183130835e-04,7.325851061665462644e-05
0.000000000000000000e+00,-3.461700384995812507e-02,4.064928746312659999e-07,-5.450019825000122702e-08,-6.140910711822514245e-02,-1.886552699063373251e-01,-1.274409044473727715e-01,-5.622337554489122147e-02,-1.151392134077757617e-01,-1.240471256690681978e-01,-1.590881181590022841e-01,-2.474283055283058863e-01,-3.423435946415553377e-01,-4.433340303601189247e-01,-2.064804353529971844e-04,-7.015689856860509721e-01,2.262198612533171307e-03,-2.686446971490326439e-03,-2.134062374018504127e-02,-4.025145378254305073e-02,2.659800948436791268e-03,-2.751761585093192436e-02,3.165292379871920917e-03,-6.446336090921584057e-03,-1.248879632964414697e-02,-2.284341721042235530e-03,-1.017481449971939468e-03,2.034837009113212687e-04
1.000000000000000000e+00,-3.951208345415896384e-01,-3.106638726506175119e-01,7.550858726950490096e-01,1.494788119957402295e-01,2.728489236533155338e-01,6.770365940447554444e-03,1.779244086808860151e-03,1.080685160455854832e-03,5.821512041203598734e-04,1.575031000162709809e-04,6.413755906757759144e-05,5.574488226905413013e-06,-2.896307722779606975e-06,-2.496233628366525924e-09,1.592661455163162269e-07,9.036088595358987601e-07,-1.654009549789467083e-06,-4.743020104262684640e-05,-2.725470660797346114e-04,2.924958007829780177e-05,-3.804403316498663795e-04,1.832508165200064565e-04,-8.762504753088015078e-04,-3.186694252759500294e-03,-5.983822905264161345e-04,-3.175205099019292828e-04,7.325851092609061564e-05
