0.000000000000000000e+00,-6.529950258527351947e-02,-1.582965986268699832e-01,-2.350924361103801097e-01,9.488308664002177706e-02,3.009676789091658700e-01,5.279241099131013470e-01,-3.512884810647801115e-01,-5.711920862908737018e-01,3.249344440632087605e-01,-1.410106483712680048e-01,1.168047894847384222e-02,-1.261565901987192484e-01,-4.320601031497403599e-02,9.373272965795842460e-02,1.339966683735790975e-02,-9.954620511141486303e-04,1.751293909446276567e-02,-6.683060738956629609e-03,-2.896070816888329791e-02,-2.382527511377230747e-02,-3.702839826796414189e-03,1.225723605093441589e-02,2.919012572563048011e-02,-5.686036154051599817e-03,1.125709841397011871e-02,5.591355779781591838e-03,5.941945399760972281e-03,1.055342440526571210e-02,-7.068401120496948555e-03,-6.132575424074269976e-03,-1.016330526486396765e-03,-2.878327377408383811e-04,1.354039187454343955e-03
0.000000000000000000e+00,1.127873401770600609e-01,4.347044145254012060e-01,-2.966312858105529249e-01,1.818285222542003476e-01,-3.049556277064369714e-01,1.959853786966653799e-01,2.528917970195049825e-01,2.477489116413045950e-02,2.953262988242030124e-02,-6.844241353466952449e-02,1.506785614803657358e-01,7.819917388645616918e-02,-1.316679259568765137e-01,6.542631686886904441e-02,-3.233694470465175302e-02,-3.141599898114910000e-02,8.311937364350727164e-02,6.327926083629022147e-02,-3.615367137070120418e-02,6.308286346957618640e-02,1.264615556983197941e-01,1.638350189957623881e-01,-7.136534872456616607e-02,3.308052112153841429e-01,1.636895496457594634e-01,5.213822353052721681e-02,1.196867944922593158e-01,-6.750866253777530746e-02,7.299916010938288513e-02,1.000177010970807051e-01,9.309669299144233273e-03,-4.236603372505470290e-03,1.240812506708680041e-02
0.000000000000000000e+00,7.679460522762656671e-01,-3.971413889111737169e-04,8.831578182205605809e-02,5.036982075199813134e-03,-5.084610398328624770e-02,-1.056430675035958250e-03,3.825453167796751680e-02,1.464248966490921608e-03,9.856504110852275149e-04,-1.579480785964912024e-02,3.410486338208029017e-02,2.604276859811707062e-02,-1.834581786647393811e-02,3.750203429587294079e-02,-1.279658327931542695e-02,-1.712281247239801768e-02,1.155155522547264835e-01,-5.784559261178108536e-02,-7.017715189642416418e-02,6.734883902258115285e-02,1.394478449176594914e-02,4.783456051077343042e-03,-8.577414646243928381e-03,4.202523641574883173e-02,3.725697244697419308e-02,2.552300760447216363e-02,1.950390671717647240e-02,-2.855001560659778045e-02,-7.772318765208025004e-02,-2.476646790626907124e-01,-1.075001940227969105e-01,-8.512199165666385625e-02,-1.563191828535924477e-01
0.000000000000000000e+00,-3.477984155467129385e-02,3.902508363749581655e-01,-3.056218050875656456e-01,2.316611537209942173e-01,-3.231790321998772031e-01,2.546601192740002295e-01,2.444450526997936635e-01,5.082588962360849727e-02,4.616654876899754095e-02,-5.556413810845059996e-03,4.951178826288225865e-02,1.701599213845630121e-01,-2.304203615645883038e-02,1.818256768319661820e-01,1.751363618841745573e-01,6.058483950577349397e-02,-2.609709470097097972e-01,5.947071913778092384e-02,1.314394176889053245e-01,-1.081223464118861305e-01,-8.414420034406171200e-02,-2.674739307110209074e-02,-1.888356433874508258e-02,-2.278079420712093572e-01,-1.235685458624130456e-01,-2.380856630208966207e-02,-1.417433672917896570e-01,-1.522366373732340905e-01,-1.504883604409600756e-02,-6.026542393585680724e-02,-3.606018953158659861e-04,-3.147430261570224354e-04,4.196121051618205292e-04
0.000000000000000000e+00,7.981346146927671414e-01,-5.460943798655260029e-02,1.426025603047966772e-01,-1.081079440973920121e-02,8.466666746836330054e-03,-2.533773987423975846e-02,1.369548262807160702e-02,3.331308525857963349e-03,1.004144784695721118e-02,-8.354010155671808381e-04,1.267738056153239418e-03,-6.172431175108534368e-03,-1.606242576542963110e-02,1.466359246943472333e-02,9.185898587804939772e-03,3.657188198460903979e-03,1.716987787425175785e-02,-1.880318317363732089e-02,-1.646338612302969406e-02,2.818532976761906061e-02,-5.927648721911475032e-04,-2.258427483181441042e-02,-3.452638303994194462e-03,-3.537434709582513298e-02,-8.357990287049308189e-04,-6.465180063278889132e-03,-1.161628964265403602e-02,3.655171404840415125e-03,-2.113746030234298426e-02,1.593858574394821717e-02,-2.147307184477396658e-01,-1.071310092923835888e-01,1.746159287571133756e-01
0.000000000000000000e+00,-2.790309564933335373e-01,-2.388791555389574439e-01,2.870109900572292427e-01,9.166604738264541585e-02,-9.269797646727821749e-02,2.213856308180159049e-01,-4.841339272061868926e-02,-1.537483653323172827e-01,-3.320888385873330129e-01,-1.639900718640581456e-01,1.711631959207937925e-01,2.455497035679475859e-01,1.242786317676421032e-01,-2.618085326259244616e-01,-1.730126892946707018e-01,2.852152665297952305e-01,6.473465805343395219e-02,9.960106200458969383e-02,1.855269919442447124e-01,1.118605478808122194e-01,5.411193918398686520e-02,-1.776414529317679736e-01,-1.974135645267301176e-01,3.471184595811006857e-02,-8.019609665757150563e-02,3.494405470885686427e-02,-1.604953718119932551e-02,5.677152090805638596e-03,-4.301886103084930774e-03,-3.843762941087443784e-03,-4.533407262017439686e-04,-1.560268304076851606e-04,4.699666156510342685e-04
0.000000000000000000e+00,7.593316003615122600e-01,8.052523373149996161e-04,8.458680108954279298e-02,2.575477591921849704e-03,-4.937401477875807271e-02,-3.440320606204594518e-03,3.109488302954741684e-02,4.198169425968778230e-04,-2.525927056621753912e-04,-1.513886258892225938e-02,2.929712237316385234e-02,3.115245279168541923e-02,-7.614141940272379540e-03,3.862228158371262127e-02,-1.172106863585435817e-02,-1.881533283307078655e-02,1.309720544680315346e-01,-8.232782190732300387e-02,-7.746241047588421635e-02,7.092213770075768420e-02,-3.751638821197419375e-03,-2.935494654283033952e-02,1.153718589393591199e-03,-2.296805221815489961e-02,6.998624547755292677e-03,-3.157380846203873027e-03,1.105121873491736982e-02,2.968204218539754330e-02,1.056820004970363686e-01,-2.274469159767812110e-01,1.664527579160015591e-01,1.488983418314893392e-01,9.509759183589769349e-02
0.000000000000000000e+00,6.603645337890686751e-01,1.336706554836377889e-02,2.214126066570699589e-02,2.836594795877380240e-02,-9.408222121720057063e-02,4.829181372543776829e-02,6.692588199955840089e-02,6.170312630800122052e-03,3.861172900706156316e-03,-2.907351208530812095e-02,5.556971122454024137e-02,1.055887159757620264e-01,6.072594843605011103e-03,1.026992460964888249e-01,-1.748454607456817033e-03,-4.070132669612631926e-02,2.809537825438666592e-01,-2.178624371435921303e-01,-1.585877127749704685e-01,1.368581610064869003e-01,-6.566409768573644445e-02,-1.243185511923056707e-01,1.810635170537120905e-02,-1.802069685161513946e-01,-6.766595330441751988e-02,-4.456667827304568175e-02,-6.488760438642307560e-02,3.341135845523898057e-02,7.194800266873532281e-03,2.649333343245462435e-01,1.250967618565986851e-02,4.097750857453753837e-02,-6.093380618160890855e-02
0.000000000000000000e+00,-2.342877090204413815e-01,5.569925824770379785e-01,2.956107348403125279e-02,1.525447386116562942e-01,6.700913445610101951e-03,-1.364922490898766785e-02,1.535675038142717830e-01,2.043018032691150399e-02,6.862295307410821998e-02,-1.874401064723418484e-02,1.838668452929829999e-02,-2.098351193623096966e-01,-1.648114859966837153e-01,-1.486183465068127985e-01,-6.436291467462053328e-02,2.278368659613720648e-02,-1.031155184301349968e-02,1.421209714397583257e-01,-4.504318890565577743e-02,4.962386288504889997e-02,6.257706666910295423e-02,-2.387056447550404970e-02,5.582265855769315971e-03,-3.881182941150571747e-02,1.180077304705911545e-01,1.948390956790554268e-03,-2.689496003981768912e-01,3.384246325919025855e-01,-5.399723392912698927e-02,-1.936257335160363260e-02,-4.268585302243054456e-03,2.368195567787686681e-03,-5.042674530740702717e-03
0.000000000000000000e+00,-3.158970361939276716e-01,3.057183655251275445e-01,3.386601583766244428e-01,2.802167622794214386e-01,1.571268912055335532e-01,2.309410230287094190e-02,2.056975079375605864e-01,2.762391754490764115e-02,8.796578437307643605e-02,-2.070249989353632747e-02,-2.623683597545447763e-02,-1.891429343927213680e-01,-6.793270650275830269e-02,-2.003562598457191146e-01,-4.897943790342831200e-02,6.670367559273866764e-03,3.173589257842719669e-02,-2.624964468666611192e-02,-1.162255606783239442e-01,-1.423694665764035083e-01,-1.442695251165583559e-01,-2.260009014998633770e-01,8.429396409186844241e-02,1.039289318092179726e-01,-1.253774227773783202e-02,-2.993297070613326061e-01,9.870732606953763755e-02,-1.504209732631895391e-01,-6.750100257346782102e-03,-9.373450620318822535e-03,1.073383890738509880e-03,2.337484735947065954e-04,5.366897292854370775e-04
