1.000000000000000000e+00,5.198986085280618008e-01,-6.443325732354822366e-02,1.331724964981992679e-02,-1.246677930797349294e-02,-2.012662845064959460e-01,1.200591078941980333e-01,1.115217667829054154e-01,1.052632463067562502e-01,-9.296312395832354025e-02,-4.020364177869201194e-02
0.000000000000000000e+00,1.350290744806530885e+00,1.940189318649902447e-02,1.125569920031322876e-02,9.428860286234293231e-02,7.278553622178608740e-02,-3.624592602086925547e-02,-6.839285389775365265e-04,-2.904414472966326821e-03,-1.145899765784618579e-02,1.828107343636076881e-02
1.000000000000000000e+00,3.027620468770175211e-01,6.267748769299004430e-02,-1.583322230222435345e-01,1.672532545584422270e-02,-7.265218380944987731e-03,-6.280384734476729403e-02,4.928773059954764946e-02,-3.119843366589661326e-02,3.060270519640618386e-02,6.434295360063710389e-02
1.000000000000000000e+00,3.481349753036348527e-01,8.017645315103379133e-02,-5.845352627503697801e-02,-6.724529649742475024e-02,-1.313328242069402296e-01,-2.685347362173804917e-02,1.030230590669490714e-01,1.187178274369850121e-02,4.819473607951756805e-02,8.419178917739683632e-02
1.000000000000000000e+00,9.163462317981073690e-01,-1.321155481456250114e-02,-3.655807236371387547e-02,7.834049012211380392e-02,4.817861555662877882e-02,1.378579899274220630e-02,2.004739312286214076e-02,-3.420818309657382150e-03,-1.735868459621505572e-02,-3.339939710888314289e-02
1.000000000000000000e+00,2.892207808610875452e-01,-1.686352401657347302e-02,-1.171047980817443990e-01,9.647566575003174716e-02,2.526433255765929073e-02,7.012462560861174032e-03,1.468865647250930731e-02,-4.021039904917525498e-02,-1.178346204750832169e-02,-1.448452403667621798e-02
1.000000000000000000e+00,-4.555752939918498723e-01,4.460896463608450546e-02,-1.391903688544059436e-01,3.773058740139214606e-01,-6.213374938723474628e-02,2.295532737304490090e-01,-2.866954824166057306e-02,2.086557183720473552e-02,6.994823790311552325e-02,6.259751923237009963e-02
1.000000000000000000e+00,5.868221219644710329e-01,-4.178442651043678263e-02,6.690821789261390540e-02,2.949315886880813503e-02,-5.740974670629694215e-02,-6.334095925286034601e-02,7.029510182067866264e-02,1.540952012362968755e-02,-2.937507053066237828e-03,7.330165803069683267e-03
1.000000000000000000e+00,-2.058247648200247359e-01,9.072917131337541186e-01,3.306487501610717583e-01,-2.543883591240769099e-02,2.869912282580545232e-02,-8.868050449085574868e-03,1.478385191008154895e-02,2.964554197294012178e-02,-2.228841235293030354e-03,-3.564017274195747931e-02
0.000000000000000000e+00,5.216696530519268071e-01,3.258326819329327578e-02,4.640118142878537494e-02,6.650670954216400532e-02,1.902709525593668238e-02,5.789835527705103346e-02,1.568351890282096706e-01,-1.926825236825827070e-02,1.349868816246613257e-01,-4.139791095501429291e-02
0.000000000000000000e+00,5.304074951671077232e-01,1.905271629848075479e-02,-9.401557371125829343e-02,5.462444762331408743e-02,-2.239643139228074051e-02,-6.614948381181755266e-03,1.955326871371040887e-02,-1.084923950436344001e-02,-3.154394041030430390e-03,1.834993887233217491e-02
