1.000000000000000000e+00,-3.242118886323802074e-01,3.814558644013353872e-01,-4.621335218506473774e-01,-1.074307530207785133e+00,-1.050548472599278860e+00,-1.379381013541058631e-01
1.000000000000000000e+00,-2.115264019568754150e-01,5.768520350454633405e-01,-4.747958188246627631e-01,-1.136176084095908534e+00,-1.074850964671704379e+00,-1.356432299985901591e-01
0.000000000000000000e+00,1.838231167633202290e+01,2.163731001459683512e+01,-3.815166858758427537e+00,1.344806462437192351e+01,-1.327539059843885427e+00,1.447567287135429925e+00
0.000000000000000000e+00,-4.951627475067321704e-01,7.989001920729478234e-01,-4.355935272614832043e-01,-1.521031353689744403e+00,-1.563363055204016527e+00,6.980093195447145682e-02
1.000000000000000000e+00,1.128354897852696936e-01,1.105282206156930735e+00,-5.238531323149606678e-01,-1.138034327108220056e+00,-1.107579799915931140e+00,-1.352432801015097108e-01
0.000000000000000000e+00,3.535159144616473736e-01,1.568912576377797574e+00,-5.584556131257931710e-01,-1.335783333912753834e+00,-1.358026350452631981e+00,-2.052805873586011909e-01
0.000000000000000000e+00,-5.223161238270603857e-01,1.255021452727589915e-01,-4.309349826667490113e-01,-1.147245875535526149e+00,-9.799541114583460999e-01,-6.929816514256689763e-02
0.000000000000000000e+00,1.686895230506202381e-02,8.775383813322128468e-01,-4.858778821082512245e-01,-1.245095616551390671e+00,-1.170926553879379606e+00,-1.476937373688613220e-01
0.000000000000000000e+00,-1.585794139234686373e-02,1.389059261210772167e+00,-4.785997096494476466e-01,-1.746015908261393967e+00,-1.724750009084168756e+00,-1.404761878337868475e-01
1.000000000000000000e+00,1.860192253334276202e+01,2.202530765248620526e+01,-3.842650820268398437e+00,1.337933658000015313e+01,-1.405319527890113163e+00,1.453377700745108303e+00
0.000000000000000000e+00,-1.846540284598628068e+00,-1.270099704608206093e+00,-2.312032671111154958e-01,-1.590602200365055285e+00,-1.233333790888259784e+00,2.487152406477839139e-01
0.000000000000000000e+00,-5.684258800272389278e-01,2.577561063533748142e-02,-4.629725463409879449e-01,-7.757384860907862167e-01,-6.577116507263314205e-01,3.908442454244996644e-02
0.000000000000000000e+00,2.206864004549144442e-01,1.257758034500700006e+00,-5.381016283245042553e-01,-1.145653117221698825e+00,-1.129297120831108003e+00,-1.345271578894856601e-01
0.000000000000000000e+00,-5.972182904512948198e-01,3.096507971507375667e-02,-4.204288469015697305e-01,-1.120179908234094190e+00,-9.127661934445727709e-01,-2.722402915335797591e-02
0.000000000000000000e+00,-3.475239555624162757e-02,8.673735076750288542e-01,-4.812638178028362801e-01,-1.281443411372526153e+00,-1.167109459307575037e+00,-1.104351480054716617e-01
0.000000000000000000e+00,-4.834102937149709067e-01,4.518056186173637911e-01,-4.248340586045937783e-01,-1.362721025535480024e+00,-1.277195136554990507e+00,-2.443569664686415233e-02
0.000000000000000000e+00,-2.036646779646661964e-01,5.324093974278125696e-01,-4.752971271630357375e-01,-1.141110947718480872e+00,-1.073709094405622677e+00,-1.174507900682239814e-01
1.000000000000000000e+00,-3.085592437647357023e-01,4.414679255657358858e-01,-4.651047433750719051e-01,-1.083956461933978099e+00,-9.946323747067764565e-01,-7.097447370060006033e-02
0.000000000000000000e+00,8.619495421390757084e-01,2.229708744739356874e+00,-6.388299044644871749e-01,-1.098265704385356312e+00,-1.281993144707145760e+00,-2.182140965364193219e-01
0.000000000000000000e+00,3.343109553477181528e-01,1.766399447495467845e+00,-5.367621669305369103e-01,-1.509585447938089686e+00,-1.659484143085668606e+00,-7.633682324573920486e-02
0.000000000000000000e+00,-3.822068023407375614e-01,4.470707773304019028e-01,-4.107542523517739852e-01,-1.502784326373657109e+00,-1.281130641436623696e+00,-6.369452585089510621e-02
0.000000000000000000e+00,-6.902624555779680871e-02,7.365907590781912706e-01,-4.620673734456771653e-01,-1.387173514090181747e+00,-1.204247560247309057e+00,-1.393176738769846545e-01
0.000000000000000000e+00,2.623500008971771935e-01,1.292715544678574524e+00,-5.349122840607245521e-01,-1.150929819103422957e+00,-1.194723597688949202e+00,-1.495514154732549006e-01
