ID,length,imagepath-length,width,imagepath-width,label,L-length,T-length,A-length,E-length,L-width,T-width,A-width,E-width,weight-day1,weight-day2,weight-day3,weight-day4,weight-day5,weight-day6
2231,61.365,200630_045100_0000000142_CAM2_OK.bmp,46.703,200630_045106_0000000143_CAM2_OK.bmp,M,1.059377395,0.745561329,0.059377395,0.341271282,1.056460332,0.751422202,0.056460332,0.33080976,59.94,59.452,58.945,58.452,57.893,57.373
2232,62.671,200630_045128_0000000144_CAM2_OK.bmp,47.692,200630_045135_0000000145_CAM2_OK.bmp,F,1.090180977,0.7477438,0.090180977,0.337356458,1.093991978,0.753043735,0.093991978,0.327944119,57.657,57.298,56.922,56.556,56.143,55.768
2233,66.944,200630_045158_0000000146_CAM2_OK.bmp,49.399,200630_045204_0000000147_CAM2_OK.bmp,M,1.166433895,0.729141623,0.166433895,0.371475676,1.161708076,0.730488584,0.161708076,0.368946788,63.377,62.992,62.594,62.209,61.772,61.37
2234,63.21,200630_045224_0000000148_CAM2_OK.bmp,49.972,200630_045231_0000000149_CAM2_OK.bmp,M,1.059039577,0.78250493,0.059039577,0.277947221,1.064752943,0.785745821,0.064752943,0.272676193,58.409,57.945,57.456,56.991,56.463,55.977
2235,64.991,200630_045250_0000000150_CAM2_OK.bmp,50.476,200630_045255_0000000151_CAM2_OK.bmp,M,1.059644263,0.772380766,0.059644263,0.294698217,1.052603684,0.776808357,0.052603684,0.287318797,61.415,60.986,60.537,60.104,59.617,59.175
2236,61.606,200630_045317_0000000152_CAM2_OK.bmp,48.327,200630_045324_0000000153_CAM2_OK.bmp,F,1.069062863,0.753956778,0.069062863,0.326335978,1.051867641,0.757130091,0.051867641,0.320776987,57.098,56.745,56.377,56.023,55.622,55.255
2241,63.966,200630_045350_0000000154_CAM2_OK.bmp,49.092,200630_045354_0000000155_CAM2_OK.bmp,M,1.080940204,0.758441867,0.080940204,0.318492614,1.074696684,0.761902047,0.074696684,0.312504677,55.447,55.117,54.778,54.454,54.089,53.75
2242,61.379,200630_045413_0000000156_CAM2_OK.bmp,48.301,200630_045417_0000000157_CAM2_OK.bmp,Not fertile,1.048336641,0.779828476,0.048336641,0.28233327,1.048522199,0.784031534,0.048522199,0.275458903,56.07,55.695,55.304,54.926,54.501,54.114
2243,63.523,200630_045436_0000000158_CAM2_OK.bmp,46.026,200630_045443_0000000159_CAM2_OK.bmp,F,1.097562154,0.726827342,0.097562154,0.375842572,1.079486756,0.729447429,0.079486756,0.370900712,65.222,64.857,64.476,64.107,63.693,63.317
2244,63.27,200630_045504_0000000160_CAM2_OK.bmp,47.259,200630_045511_0000000161_CAM2_OK.bmp,F,1.12567547,0.73679731,0.12567547,0.357225368,1.129732499,0.739427485,0.129732499,0.352397659,59.489,59.14,58.777,58.427,58.033,57.674
