ID,length,imagepath-length,width,imagepath-width,label,L-length,T-length,A-length,E-length,L-width,T-width,A-width,E-width,weight-day1,weight-day2,weight-day3,weight-day4,weight-day5,weight-day6
1341,62.179,200624_052133_0000000009_CAM2_OK.bmp,49.157,200624_052139_0000000010_CAM2_OK.bmp,Not fertile,1.115754896,0.784977833,0.115754896,0.273921323,1.071067042,0.788162729,0.071067042,0.26877352,58.516,58.186,57.831,57.487,57.122,56.769
1342,60.913,200624_052226_0000000011_CAM2_OK.bmp,48.137,200624_052241_0000000012_CAM2_OK.bmp,M,1.09019688,0.77946187,0.09019688,0.282936393,1.083419993,0.784702962,0.083419993,0.274367561,53.391,53.119,52.824,52.536,52.235,51.94
1343,65.672,200624_052321_0000000013_CAM2_OK.bmp,48.648,200624_052330_0000000014_CAM2_OK.bmp,M,1.087659058,0.733625277,0.087659058,0.36309371,1.095191609,0.735416821,0.095191609,0.359773085,56.989,56.662,56.307,55.961,55.601,55.247
1344,61.867,200624_052406_0000000015_CAM2_OK.bmp,47.397,200624_052413_0000000016_CAM2_OK.bmp,M,1.174358336,0.760724422,0.174358336,0.314536475,1.122055577,0.761955768,0.122055577,0.31241214,62.463,62.098,61.7,61.316,60.919,60.52
1345,59.035,200624_052443_0000000017_CAM2_OK.bmp,46.399,200624_052449_0000000018_CAM2_OK.bmp,F,1.085192859,0.773931859,0.085192859,0.292103417,1.067517036,0.779387535,0.067517036,0.283058755,56.366,55.947,55.494,55.056,54.603,54.152
1346,62.108,200624_052526_0000000019_CAM2_OK.bmp,45.371,200624_052534_0000000020_CAM2_OK.bmp,M,1.099616587,0.758837461,0.099616587,0.317805264,1.097418618,0.762524481,0.097418618,0.311433305,63.371,62.985,62.574,62.175,61.759,61.343
1351,62.401,200624_052612_0000000021_CAM2_OK.bmp,48.769,200624_052620_0000000022_CAM2_OK.bmp,F,1.087886406,0.774954877,0.087886406,0.290397712,1.083899974,0.777637577,0.083899974,0.285946088,57.002,56.686,56.346,56.017,55.676,55.345
1352,63.913,200624_052653_0000000023_CAM2_OK.bmp,48.245,200624_052659_0000000024_CAM2_OK.bmp,F,1.102713659,0.745896882,0.102713659,0.340667891,1.097447873,0.750406337,0.097447873,0.332611347,56.895,56.539,56.155,55.79,55.412,55.032
1353,65.006,200624_052727_0000000025_CAM2_OK.bmp,48.865,200624_052734_0000000026_CAM2_OK.bmp,F,1.073411132,0.747054973,0.073411132,0.338589576,1.073543624,0.750298024,0.073543624,0.332803723,54.1,53.761,53.393,53.039,52.67,52.309
1354,63.424,200624_052758_0000000027_CAM2_OK.bmp,48.331,200624_052804_0000000028_CAM2_OK.bmp,M,1.101475863,0.754950828,0.101475863,0.324589579,1.090630055,0.75895154,0.090630055,0.317607182,57.658,57.326,56.965,56.617,56.254,55.894
1355,64.397,200624_052831_0000000029_CAM2_OK.bmp,51.119,200624_052837_0000000030_CAM2_OK.bmp,M,1.050215406,0.792168024,0.050215406,0.262358452,1.085242894,0.786702967,0.085242894,0.271127786,64.695,64.271,63.809,63.368,62.909,62.448
1356,60.913,200624_052855_0000000031_CAM2_OK.bmp,47.082,200624_052902_0000000032_CAM2_OK.bmp,M,1.119377978,0.767055203,0.119377978,0.303687135,1.101842394,0.770537569,0.101842394,0.297795255,55.129,54.767,54.37,53.988,53.589,53.197
1361,62.785,200624_052945_0000000033_CAM2_OK.bmp,49.453,200624_052950_0000000034_CAM2_OK.bmp,M,1.087870094,0.779078993,0.087870094,0.283566889,1.08321269,0.778686566,0.08321269,0.284213756,61.071,60.684,60.265,59.867,59.45,59.042
