ID,length,imagepath-length,width,imagepath-width,label,L-length,T-length,A-length,E-length,L-width,T-width,A-width,E-width,weight-pre1,weight-pre2,weight-day1,weight-day2,weight-day3,weight-day4,weight-day5,weight-day6
2114,59.633,200630_062202_0000000412_CAM2_OK.bmp,46.049,200630_062205_0000000413_CAM2_OK.bmp,F,1.106607161,0.762086757,0.106607161,0.31218656,1.103849002,0.768163676,0.103849002,0.301805893,52.753,,52.147,51.756,,,,
2115,61.231,200630_062221_0000000414_CAM2_OK.bmp,47.917,200630_062226_0000000415_CAM2_OK.bmp,M,1.060568691,0.774351377,0.060568691,0.291403398,1.050193228,0.777453929,0.050193228,0.286249851,57.246,,56.63,56.242,,,,
2116,61.019,200630_062241_0000000416_CAM2_OK.bmp,46.135,200630_062244_0000000417_CAM2_OK.bmp,M,1.118122858,0.743823093,0.118122858,0.344405693,1.119576806,0.748872698,0.119576806,0.335340442,54.025,,53.575,53.296,,,,
2121,64.552,200630_062306_0000000418_CAM2_OK.bmp,49.755,200630_062309_0000000419_CAM2_OK.bmp,F,1.063144153,0.760451884,0.063144153,0.315007591,1.058554329,0.762816533,0.058554329,0.310931209,63.829,,63.201,62.809,,,,
2122,61.93,200630_062332_0000000420_CAM2_OK.bmp,47.373,200630_062337_0000000421_CAM2_OK.bmp,M,1.060370959,0.745521852,0.060370959,0.341342306,1.080793425,0.752607312,0.080793425,0.32871417,57.203,,56.495,56.042,,,,
2123,62.858,200630_062354_0000000422_CAM2_OK.bmp,48.271,200630_062357_0000000423_CAM2_OK.bmp,M,1.058543493,0.756992737,0.058543493,0.321016637,1.052134874,0.759943018,0.052134874,0.315888134,59.303,,58.639,58.217,,,,
2124,61.246,200630_062417_0000000424_CAM2_OK.bmp,46.005,200630_062421_0000000425_CAM2_OK.bmp,nan,1.065261597,0.744535752,0.065261597,0.343118846,1.060542747,0.746933368,0.060542747,0.338807506,52.96,,52.426,52.103,,,,
2125,59.493,200630_062436_0000000426_CAM2_OK.bmp,46.112,200630_062439_0000000427_CAM2_OK.bmp,nan,1.090903236,0.762140533,0.090903236,0.312093974,1.125997044,0.768298181,0.125997044,0.301577987,52.042,,51.488,51.145,,,,
2126,60.646,200630_062458_0000000428_CAM2_OK.bmp,46.076,200630_062502_0000000429_CAM2_OK.bmp,nan,1.048613103,0.744756672,0.048613103,0.342720432,1.060251231,0.750125864,0.060251231,0.333109613,52.893,,52.309,51.945,,,,
2131,61.156,200630_062522_0000000430_CAM2_OK.bmp,48.698,200630_062525_0000000431_CAM2_OK.bmp,nan,1.033286885,0.789293559,0.033286885,0.266955734,1.032318488,0.789734095,0.032318488,0.266248989,58.121,,57.319,56.816,,,,
2132,67.471,200630_062546_0000000432_CAM2_OK.bmp,46.063,200630_062550_0000000433_CAM2_OK.bmp,nan,1.122980835,0.678428542,0.122980835,0.473994588,1.119759534,0.682171198,0.119759534,0.465907682,58.923,,58.274,57.861,,,,
2133,61.062,200630_062610_0000000434_CAM2_OK.bmp,46.225,200630_062613_0000000435_CAM2_OK.bmp,nan,1.066932896,0.744196662,0.066932896,0.343730832,1.039361061,0.748258369,0.039361061,0.336436774,52.596,,51.952,51.547,,,,
2134,62.798,200630_062636_0000000436_CAM2_OK.bmp,46.231,200630_062639_0000000437_CAM2_OK.bmp,nan,1.094132946,0.729750199,0.094132946,0.370331931,1.087760811,0.736192539,0.087760811,0.358340307,55.69,,55.034,54.608,,,,
2135,61.515,200630_062654_0000000438_CAM2_OK.bmp,44.736,200630_062658_0000000439_CAM2_OK.bmp,nan,1.077309014,0.724296654,0.077309014,0.380649758,1.075042093,0.728886724,0.075042093,0.371955294,50.833,,50.163,49.742,,,,
2136,60.062,200630_062712_0000000440_CAM2_OK.bmp,46.356,200630_062716_0000000441_CAM2_OK.bmp,nan,1.064881185,0.763935562,0.064881185,0.30901093,1.060804798,0.768161579,0.060804798,0.301809446,52.43,,51.82,51.43,,,,
2142,61.931,200630_062753_0000000443_CAM2_OK.bmp,48.708,200630_062756_0000000444_CAM2_OK.bmp,M,1.135974993,0.77234573,0.135974993,0.294756948,1.165911256,0.778639583,0.165911256,0.284291246,58.593,,57.891,57.443,,,,
2143,62.844,200630_062811_0000000445_CAM2_OK.bmp,46.957,200630_062814_0000000446_CAM2_OK.bmp,F,1.100952934,0.732831626,0.100952934,0.36456993,1.1105744,0.73392719,0.1105744,0.362532978,55.536,,54.881,54.457,,,,
2144,61.843,200630_062830_0000000447_CAM2_OK.bmp,46.103,200630_062833_0000000448_CAM2_OK.bmp,M,1.06246848,0.739613129,0.06246848,0.352058206,1.061958778,0.745530267,0.061958778,0.341327166,54.14,,53.568,53.206,,,,
2145,62.383,200630_062847_0000000449_CAM2_OK.bmp,46.816,200630_062850_0000000450_CAM2_OK.bmp,M,1.176309005,0.729367101,0.176309005,0.371051696,1.17033275,0.738692958,0.17033275,0.353742429,55.193,,54.647,54.307,,,,
2146,57.875,200630_062907_0000000451_CAM2_OK.bmp,48.082,200630_062910_0000000452_CAM2_OK.bmp,F,1.087144538,0.808775115,0.087144538,0.236437646,1.091852162,0.81366402,0.091852162,0.229008504,54.577,,53.96,53.569,,,,
2151,64.195,200630_062930_0000000453_CAM2_OK.bmp,48.673,200630_062933_0000000454_CAM2_OK.bmp,M,1.110892882,0.748711102,0.110892882,0.335628652,1.120968361,0.754891659,0.120968361,0.324693403,60.853,,60.215,59.798,,,,
2152,61.636,200630_062950_0000000455_CAM2_OK.bmp,47.435,200630_062953_0000000456_CAM2_OK.bmp,M,1.123546358,0.753822601,0.123546358,0.326572059,1.095553038,0.76113662,0.095553038,0.313824581,56.46,,55.885,55.521,,,,
2153,61.571,200630_063008_0000000457_CAM2_OK.bmp,46.074,200630_063012_0000000458_CAM2_OK.bmp,F,1.058638875,0.743837093,0.058638875,0.344380389,1.064926131,0.746198678,0.064926131,0.340125666,53.545,,52.993,52.641,,,,
2154,61.26,200630_063027_0000000459_CAM2_OK.bmp,45.731,200630_063030_0000000460_CAM2_OK.bmp,M,1.087275717,0.740310126,0.087275717,0.350785252,1.079247558,0.744302736,0.079247558,0.343539331,52.651,,52.019,51.618,,,,
2155,62.55,200630_063047_0000000461_CAM2_OK.bmp,46.266,200630_063050_0000000462_CAM2_OK.bmp,F,1.051670755,0.730847549,0.051670755,0.368274412,1.040398332,0.735534329,0.040398332,0.359555851,54.527,,53.946,53.578,,,,
2156,64.273,200630_063108_0000000463_CAM2_OK.bmp,48.657,200630_063111_0000000464_CAM2_OK.bmp,M,1.107204091,0.746663185,0.107204091,0.33929196,1.085884347,0.750615815,0.085884347,0.332239449,62.018,,61.393,61,,,,
2161,66.068,200630_063134_0000000465_CAM2_OK.bmp,50.234,200630_063137_0000000466_CAM2_OK.bmp,F,1.159439603,0.740092441,0.159439603,0.351182561,1.122424388,0.746093355,0.122424388,0.340314847,65.702,,65.086,64.691,,,,
2162,62.213,200630_063153_0000000467_CAM2_OK.bmp,47.5,200630_063156_0000000468_CAM2_OK.bmp,M,1.054543919,0.752394215,0.054543919,0.329090496,1.045248301,0.757528511,0.045248301,0.320082328,57.357,,56.664,56.219,,,,
2163,63.317,200630_063213_0000000469_CAM2_OK.bmp,45.954,200630_063216_0000000470_CAM2_OK.bmp,F,1.088048253,0.740833541,0.088048253,0.349830893,1.090666176,0.745804901,0.090666176,0.340833238,58.814,,58.179,57.774,,,,
2164,61.519,200630_063232_0000000471_CAM2_OK.bmp,45.148,200630_063237_0000000472_CAM2_OK.bmp,Not fertile,1.096249412,0.724657229,0.096249412,0.379962774,1.101443754,0.72992429,0.101443754,0.370005101,51.9,,51.184,50.726,,,,
2165,64.232,200630_063258_0000000473_CAM2_OK.bmp,48.429,200630_063302_0000000474_CAM2_OK.bmp,NR,1.024222227,0.744754928,0.024222227,0.342723576,1.029422464,0.749325096,0.029422464,0.334534242,60.796,,60.2,59.838,,,,
2166,65.64,200630_063320_0000000475_CAM2_OK.bmp,48.669,200630_063324_0000000476_CAM2_OK.bmp,F,1.079738739,0.742948509,0.079738739,0.345988299,1.018426349,0.736796812,0.018426349,0.357226285,62.82,,62.147,61.736,,,,
2211,60.532,200630_063435_0000000477_CAM2_OK.bmp,46.776,200630_063441_0000000478_CAM2_OK.bmp,M,1.092457081,0.768046148,0.092457081,0.302005097,1.083159439,0.770087155,0.083159439,0.298554317,54.047,,53.5,53.147,,,,
2212,62.136,200630_063456_0000000479_CAM2_OK.bmp,46.533,200630_063503_0000000480_CAM2_OK.bmp,F,1.086127406,0.743338528,0.086127406,0.345282078,1.084062694,0.745582532,0.084062694,0.34123314,55.264,,54.705,54.348,,,,
2213,61.21,200630_063521_0000000481_CAM2_OK.bmp,46.364,200630_063528_0000000482_CAM2_OK.bmp,M,1.08977238,0.749502673,0.08977238,0.334218057,1.086558062,0.752330135,0.086558062,0.329203701,53.807,,53.294,52.57,,,,
2214,62.795,200630_063546_0000000483_CAM2_OK.bmp,46.681,200630_063551_0000000484_CAM2_OK.bmp,M,1.054364622,0.740302124,0.054364622,0.350799852,1.056270449,0.743328266,0.056270449,0.345300651,56.435,,55.88,55.528,,,,
2215,65.15,200630_063609_0000000485_CAM2_OK.bmp,49.526,200630_063614_0000000486_CAM2_OK.bmp,F,1.041560527,0.753384409,0.041560527,0.327343634,1.049412165,0.758161747,0.049412165,0.318979762,63.969,,63.291,62.861,,,,
2216,62.122,200630_063635_0000000487_CAM2_OK.bmp,47.677,200630_063709_0000000488_CAM2_OK.bmp,M,1.081034063,0.761451287,0.081034063,0.313281647,1.080426138,0.763748171,0.080426138,0.309332104,57.211,,56.414,55.913,,,,
2221,63.35,200630_070303_0000000489_CAM2_OK.bmp,48.894,200630_070307_0000000490_CAM2_OK.bmp,M,1.097337098,0.762039581,0.097337098,0.312267795,1.111841462,0.765430385,0.111841462,0.306454538,59.435,,58.619,58.101,,,,
2222,62.266,200630_070330_0000000491_CAM2_OK.bmp,49.893,200630_070335_0000000492_CAM2_OK.bmp,M,1.03133902,0.803118275,0.03133902,0.245146613,1.030389105,0.803292288,0.030389105,0.244876883,62.789,,62.154,61.752,,,,
2223,60.13,200630_070357_0000000493_CAM2_OK.bmp,45.543,200630_070402_0000000494_CAM2_OK.bmp,M,1.109246879,0.752216194,0.109246879,0.329405041,1.128424357,0.754192734,0.128424357,0.325921021,51.118,,50.625,50.324,,,,
2224,65.203,200630_070417_0000000495_CAM2_OK.bmp,48.423,200630_070421_0000000496_CAM2_OK.bmp,M,1.114306955,0.729077998,0.114306955,0.371595361,1.152766162,0.732840303,0.152766162,0.364553773,60.498,,59.895,59.521,,,,
2225,63.451,200630_070439_0000000497_CAM2_OK.bmp,47.801,200630_070443_0000000498_CAM2_OK.bmp,F,1.085787714,0.749681012,0.085787714,0.333900665,1.099881646,0.752187494,0.099881646,0.329455765,58.174,,57.461,57.021,,,,
2226,65.953,200630_070459_0000000499_CAM2_OK.bmp,49.201,200630_070502_0000000500_CAM2_OK.bmp,F,1.085278341,0.739002012,0.085278341,0.353176288,1.088532499,0.742640048,0.088532499,0.346547364,63.631,,62.895,62.429,,,,
2231,62.252,200630_070521_0000000501_CAM2_OK.bmp,46.126,200630_070525_0000000502_CAM2_OK.bmp,F,1.09490768,0.737255526,0.09490768,0.356381831,1.076836848,0.740767675,0.076836848,0.349950913,54.843,,54.25,53.88,,,,
2232,63.842,200630_070545_0000000503_CAM2_OK.bmp,46.609,200630_070550_0000000504_CAM2_OK.bmp,F,1.128699443,0.723994913,0.128699443,0.381225174,1.118820251,0.727330019,0.118820251,0.374891691,56.761,,56.184,55.828,,,,
2233,63.003,200630_070606_0000000505_CAM2_OK.bmp,46.418,200630_070610_0000000506_CAM2_OK.bmp,F,1.095517122,0.734814746,0.095517122,0.360887225,1.083685261,0.735480078,0.083685261,0.359656135,55.75,,55.171,54.808,,,,
2234,63.58,200630_070625_0000000507_CAM2_OK.bmp,48.236,200630_070630_0000000508_CAM2_OK.bmp,M,1.088921079,0.753414534,0.088921079,0.327290561,1.085886876,0.753444237,0.085886876,0.327238236,59.198,,58.574,58.184,,,,
2235,63.435,200630_070646_0000000509_CAM2_OK.bmp,47.29,200630_070650_0000000510_CAM2_OK.bmp,M,1.084998881,0.735712357,0.084998881,0.359226863,1.089350347,0.742941062,0.089350347,0.346001791,57.441,,56.842,56.468,,,,
2236,62.951,200630_070705_0000000511_CAM2_OK.bmp,48.889,200630_070708_0000000512_CAM2_OK.bmp,M,1.070132462,0.770258861,0.070132462,0.298264845,1.081104239,0.771229723,0.081104239,0.296630524,60.045,,59.448,59.072,,,,
2241,58.666,200630_070725_0000000513_CAM2_OK.bmp,48.724,200630_070729_0000000514_CAM2_OK.bmp,F,1.076059424,0.798103267,0.076059424,0.252970689,1.061308878,0.801268399,0.061308878,0.248021263,57.405,,56.725,56.297,,,,
2242,60.848,200630_070752_0000000515_CAM2_OK.bmp,45.844,200630_070755_0000000516_CAM2_OK.bmp,F,1.08822349,0.748194405,0.08822349,0.336551027,1.101113978,0.749436847,0.101113978,0.334335247,52.29,,51.624,51.21,,,,
2243,64.435,200630_070816_0000000517_CAM2_OK.bmp,48.373,200630_070820_0000000518_CAM2_OK.bmp,M,1.060679164,0.742667029,0.060679164,0.346498446,1.059599522,0.746320732,0.059599522,0.3399065,60.509,,59.738,59.247,,,,
2244,63.469,200630_070838_0000000519_CAM2_OK.bmp,47.664,200630_070842_0000000520_CAM2_OK.bmp,M,1.074316785,0.74697709,0.074316785,0.338729143,1.0861409,0.74867664,0.0861409,0.335690132,58.599,,57.976,57.59,,,,
2245,64.391,200630_070902_0000000521_CAM2_OK.bmp,48.228,200630_070907_0000000522_CAM2_OK.bmp,Not fertile,1.114731294,0.74526599,0.114731294,0.341802811,1.111255975,0.744693651,0.111255975,0.342834062,60.086,,59.559,59.24,,,,
2246,63.278,200630_070925_0000000523_CAM2_OK.bmp,48.354,200630_070928_0000000524_CAM2_OK.bmp,Not fertile,1.081382829,0.757051175,0.081382829,0.320914666,1.078200219,0.760089378,0.078200219,0.315634751,59.221,,58.608,58.23,,,,
2251,64.875,200630_070946_0000000525_CAM2_OK.bmp,47.311,200630_071001_0000000526_CAM2_OK.bmp,F,1.045295739,0.722909449,0.045295739,0.383299114,1.03663724,0.728450686,0.03663724,0.372776524,59.351,,58.746,58.361,,,,
2252,61.568,200630_071016_0000000527_CAM2_OK.bmp,46.483,200630_071019_0000000528_CAM2_OK.bmp,M,1.086514078,0.749457557,0.086514078,0.334298374,1.054419953,0.751482522,0.054419953,0.330702938,54.332,,53.643,53.199,,,,
2253,61.634,200630_071035_0000000529_CAM2_OK.bmp,45.786,200630_071040_0000000530_CAM2_OK.bmp,M,1.102086241,0.739974902,0.102086241,0.351397186,1.090710759,0.742665936,0.090710759,0.346500427,52.878,,52.261,51.875,,,,
2254,65.686,200630_071103_0000000531_CAM2_OK.bmp,49.108,200630_071117_0000000532_CAM2_OK.bmp,M,1.122672105,0.742823335,0.122672105,0.346215113,1.118324292,0.745578677,0.118324292,0.341240075,63.284,,62.466,61.947,,,,
2255,62.374,200630_071135_0000000533_CAM2_OK.bmp,46.997,200630_071139_0000000534_CAM2_OK.bmp,Not fertile,1.13377802,0.747619699,0.13377802,0.337578453,1.123917722,0.749412069,0.123917722,0.334379365,55.289,,54.627,54.203,,,,
2256,63.375,200630_071155_0000000535_CAM2_OK.bmp,47.503,200630_071201_0000000536_CAM2_OK.bmp,M,1.087389675,0.743763619,0.087389675,0.344513196,1.073804917,0.746359782,0.073804917,0.339836395,57.277,,56.601,56.175,,,,
2261,62.229,200630_071222_0000000537_CAM2_OK.bmp,48.79,200630_071226_0000000538_CAM2_OK.bmp,M,1.085870675,0.780355622,0.085870675,0.281467029,1.08742829,0.781170721,0.08742829,0.280129905,58.497,,57.452,56.779,,,,
2262,64.302,200630_071241_0000000539_CAM2_OK.bmp,48.715,200630_071245_0000000540_CAM2_OK.bmp,F,1.12911994,0.748701238,0.12911994,0.335646249,1.141609729,0.750766351,0.141609729,0.331972322,60.889,,60.279,59.882,,,,
2263,62.544,200630_071303_0000000541_CAM2_OK.bmp,47.801,200630_071311_0000000542_CAM2_OK.bmp,F,1.077119567,0.756702023,0.077119567,0.321524153,1.072674832,0.759278195,0.072674832,0.317040325,57.351,,56.653,56.199,,,,
2264,60.988,200630_071329_0000000543_CAM2_OK.bmp,46.144,200630_071333_0000000544_CAM2_OK.bmp,M,1.016868966,0.748670172,0.016868966,0.335701672,1.020934158,0.751845748,0.020934158,0.330060059,52.916,,52.306,51.917,,,,
2265,64.897,200630_071349_0000000545_CAM2_OK.bmp,45.336,200630_071353_0000000546_CAM2_OK.bmp,M,1.082434674,0.689134458,0.082434674,0.451095629,1.085567468,0.692112036,0.085567468,0.44485278,53.618,,53.031,52.66,,,,
2266,62.77,200630_071410_0000000547_CAM2_OK.bmp,47.472,200630_071414_0000000548_CAM2_OK.bmp,F,1.074827824,0.753576978,0.074827824,0.327004446,1.054383904,0.757896278,0.054383904,0.319441761,57.844,,57.354,57.042,,,,
