1.000000000000000000e+00,-7.840828764023141773e+00,-3.670387503801384455e-01,-9.779904907223235799e-01,7.842050506969518164e-02,-3.945056850177647290e-02,-4.032506666367040582e-01,3.274614292670557925e-01,-6.640740066259301910e-01
1.000000000000000000e+00,-8.252656405568377096e+00,-5.367042781524101747e-01,-9.712591420389689034e-01,-1.014425884719973719e-01,1.404363046450187724e-01,-2.614899273676319358e-01,3.949416601404566185e-01,-6.014249259083908061e-01
0.000000000000000000e+00,7.604021819443529395e+00,1.543764592827623439e+01,-2.234445261452912224e+00,2.239284835419397623e+01,-4.692106652908240583e-01,1.086216335744151773e-01,2.924965760681829119e-01,2.319916438001999870e-01
0.000000000000000000e+00,-8.407899026724916069e+00,-7.941242671499187944e-01,-9.731764749518186930e-01,-3.711805064803584964e-01,-5.953383867619292669e-02,-1.065879045263141700e-01,4.276417822340925490e-01,-1.055564879473025242e+00
1.000000000000000000e+00,-8.325242349825330734e+00,-5.397122235393596590e-01,-9.717994131283236303e-01,-8.864507546149301420e-02,1.885468484765473740e-01,-2.383626839022240373e-01,4.466162212922130115e-01,-5.746926644053649280e-01
0.000000000000000000e+00,-7.378729765856892442e+00,-2.412035544400889242e-01,-9.872334338162296330e-01,2.766655907121055025e-01,-2.908697773286863519e-01,-4.364577486351138846e-01,6.439522109318329690e-02,-8.578192331241352164e-01
0.000000000000000000e+00,-8.413604761750235639e+00,-5.803513666309882968e-01,-9.704480402799217087e-01,-1.703412960083517391e-01,2.108679354361864544e-01,-2.252115448746815352e-01,4.645333942024569840e-01,-5.437533835579724251e-01
0.000000000000000000e+00,-8.098717074323042553e+00,-4.398017752567160432e-01,-9.722081030528846313e-01,-1.098494866879953374e-01,9.836819531788973392e-02,-2.133635585499170095e-01,4.064391509631776200e-01,-6.141704505256394553e-01
0.000000000000000000e+00,-7.701969011885130278e+00,-4.774570616310334081e-01,-9.804896760846859571e-01,5.296972015318390792e-02,-2.504641061327366192e-01,-3.313478136893715509e-01,1.469679543191495519e-01,-1.006897185238105008e+00
1.000000000000000000e+00,7.604021819443529395e+00,1.543764592827623439e+01,-2.234445261452912224e+00,2.239284835419397623e+01,-4.692106652908240583e-01,1.086216335744151773e-01,2.924965760681829119e-01,2.319916438001999870e-01
0.000000000000000000e+00,-8.407899026724916069e+00,-7.941242671499187944e-01,-9.731764749518186930e-01,-3.711805064803584964e-01,-5.953383867619292669e-02,-1.065879045263141700e-01,4.276417822340925490e-01,-1.055564879473025242e+00
0.000000000000000000e+00,-8.490858086123717285e+00,-5.505021812345997079e-01,-9.807356735400427628e-01,-2.472096259741672630e-02,3.789940885292748529e-01,-8.521757713601352258e-02,4.515057404109353856e-01,-4.568830863575857881e-01
0.000000000000000000e+00,-7.859349502773243401e+00,-3.500533437732867847e-01,-9.805786086489161058e-01,1.592697408256053548e-01,6.143419146161899214e-03,-3.201969268659662360e-01,3.217629420411906027e-01,-6.743642616026720438e-01
0.000000000000000000e+00,-8.254726618288913187e+00,-5.263522537526111877e-01,-9.719412613051874317e-01,-1.477709366489824983e-01,1.050634112867143699e-01,-3.022423592761642741e-01,4.377838147882965325e-01,-5.640063319497552463e-01
0.000000000000000000e+00,-8.098717074323042553e+00,-4.398017752567160432e-01,-9.722081030528846313e-01,-1.098494866879953374e-01,9.836819531788973392e-02,-2.133635585499170095e-01,4.064391509631776200e-01,-6.141704505256394553e-01
0.000000000000000000e+00,-6.943817398691897402e+00,-5.509517590251783448e-02,-9.948443965900023445e-01,5.413653330885279669e-01,-5.522634773676229347e-01,-5.708520101034811889e-01,1.107690927847594375e-01,-1.059905239822630074e+00
0.000000000000000000e+00,-6.718846139905314097e+00,1.407314140294610716e-01,-9.995453211784219860e-01,8.345653904882237573e-01,-4.376979013410504105e-01,-5.414653001728823023e-01,2.274200748499710656e-03,-9.248648712836046171e-01
1.000000000000000000e+00,-6.850779412441694305e+00,6.598203649475309351e-02,-1.004512747338302203e+00,8.528323235914592182e-01,-3.836515217522585841e-01,-4.024737798723861948e-01,6.245018394524404215e-03,-1.058629502938978284e+00
0.000000000000000000e+00,-6.597143336721805085e+00,2.113620157620735573e-01,-1.004024670027972022e+00,9.384806330264412466e-01,-4.379401890979610079e-01,-5.704582558970034967e-01,-5.962705026516390561e-02,-8.570098720071527287e-01
0.000000000000000000e+00,-6.606277860836445193e+00,1.186258777418935789e-01,-1.005778634626880441e+00,8.025784112662947001e-01,-6.056493729667201675e-01,-4.832918556410443767e-01,9.622982639175403641e-02,-1.218326111808282874e+00
0.000000000000000000e+00,-7.133024588292444790e+00,-4.986845159882925815e-02,-9.906285481438571461e-01,5.070330764824503289e-01,-3.722966055185574774e-01,-5.111290239069379293e-01,1.495557049658863269e-01,-8.859426085696503472e-01
0.000000000000000000e+00,-6.350427685748800677e+00,2.582728007112005120e-01,-1.001727705596783480e+00,1.071432568557921794e+00,-5.952971839355316597e-01,-5.496038633452002831e-01,-1.467172413114533613e-01,-1.156226895768593055e+00
0.000000000000000000e+00,-7.876213408147763495e+00,-3.119705999716160250e-01,-9.813242710811511671e-01,1.808999043694111131e-01,-2.387798028465976108e-02,-3.158305103149097182e-01,3.223989091445447208e-01,-6.743799096610700872e-01
