1.000000000000000000e+00,-4.417467200320728260e+00
0.000000000000000000e+00,-4.443955640973446641e+00
1.000000000000000000e+00,-4.378912170323589592e+00
1.000000000000000000e+00,-4.367427631578948422e+00
1.000000000000000000e+00,-4.380402199948735920e+00
1.000000000000000000e+00,-4.347335449083745473e+00
1.000000000000000000e+00,-4.334226542662035442e+00
1.000000000000000000e+00,-4.406558185428201213e+00
1.000000000000000000e+00,-4.381930730828974774e+00
0.000000000000000000e+00,-4.376676579152160684e+00
0.000000000000000000e+00,-4.367042177269535586e+00
1.000000000000000000e+00,-4.415423900088935483e+00
0.000000000000000000e+00,-4.380555354787323274e+00
0.000000000000000000e+00,-4.394493672188155564e+00
0.000000000000000000e+00,-4.393061965477824238e+00
0.000000000000000000e+00,-4.386118553923182617e+00
0.000000000000000000e+00,-4.358428830417450328e+00
0.000000000000000000e+00,-4.383901303232038416e+00
1.000000000000000000e+00,-4.394359649161218684e+00
1.000000000000000000e+00,-4.362994901017128946e+00
0.000000000000000000e+00,-4.408068336585787783e+00
0.000000000000000000e+00,-4.374252496928307643e+00
0.000000000000000000e+00,-4.358166786534761528e+00
1.000000000000000000e+00,-4.313008287339055613e+00
0.000000000000000000e+00,-4.351674159588069024e+00
1.000000000000000000e+00,-4.401724588249643411e+00
1.000000000000000000e+00,-4.294208408926991183e+00
1.000000000000000000e+00,-4.377232400391702249e+00
1.000000000000000000e+00,-4.352769402507496999e+00
1.000000000000000000e+00,-4.337120616145252683e+00
0.000000000000000000e+00,-4.085733606901294834e+00
0.000000000000000000e+00,-4.325881869088408216e+00
1.000000000000000000e+00,-4.326452612947252696e+00
0.000000000000000000e+00,-4.457059142845364086e+00
1.000000000000000000e+00,-4.295529236959407804e+00
1.000000000000000000e+00,-4.268979542009502026e+00
0.000000000000000000e+00,-4.221098692584394740e+00
0.000000000000000000e+00,-4.078399634433072407e+00
1.000000000000000000e+00,-3.939341457111261491e+00
0.000000000000000000e+00,-3.996755551833184761e+00
0.000000000000000000e+00,-3.812170863594357861e+00
0.000000000000000000e+00,1.707792949073151334e+01
1.000000000000000000e+00,2.204121419832674178e+01
0.000000000000000000e+00,1.814901204730255202e+01
0.000000000000000000e+00,1.590519123569865734e+01
1.000000000000000000e+00,1.791981820302853023e+01
0.000000000000000000e+00,1.609466594505119019e+01
0.000000000000000000e+00,3.304876719441951849e+01
1.000000000000000000e+00,7.419547911197524215e+00
0.000000000000000000e+00,1.199933057368423484e+01
1.000000000000000000e+00,6.530109639433453239e+00
0.000000000000000000e+00,3.796557404612138420e+00
1.000000000000000000e+00,2.772060706680141262e+00
0.000000000000000000e+00,3.269545307642507836e+00
1.000000000000000000e+00,3.099239469196671592e+00
1.000000000000000000e+00,-2.076088995637465295e+00
