1.000000000000000000e+00,-8.590585982827750655e+00,-5.082143542306246653e-01,-1.733725025215374638e-01
1.000000000000000000e+00,-9.220615684731578554e+00,-7.283258196112805116e-01,7.150072135222407255e-02
0.000000000000000000e+00,-9.203874946641919408e+00,-7.084378717533468262e-01,-3.546478575388645194e-02
0.000000000000000000e+00,-9.395711320376729958e+00,-7.627621195322772385e-01,-2.081581425595357970e-02
1.000000000000000000e+00,-9.787141862284158833e+00,-8.786252058682796351e-01,1.841052281810984792e-01
0.000000000000000000e+00,-9.258211272403091385e+00,-7.008437948492397540e-01,-1.248599136092365391e-02
0.000000000000000000e+00,-8.969570883289739172e+00,-6.168341470430840356e-01,-5.558671368091228082e-02
0.000000000000000000e+00,-9.397405152833083974e+00,-7.653612491117469663e-01,5.775220480235976339e-02
0.000000000000000000e+00,-9.394818306447154654e+00,-7.459099509622474367e-01,1.542756279600195346e-01
1.000000000000000000e+00,-9.577985207012154945e+00,-7.960878281852662441e-01,7.131331749562341837e-02
0.000000000000000000e+00,-7.502439459549092859e+00,-1.415414369850351295e-01,-6.763474800622436556e-01
0.000000000000000000e+00,-8.891561261849377118e+00,-5.944380878071819918e-01,-1.742769788084784777e-01
0.000000000000000000e+00,-9.459415150738262668e+00,-7.678183019791121611e-01,2.084972895044023833e-02
0.000000000000000000e+00,-8.692636912465733445e+00,-4.880661746805036172e-01,-3.300082437314025841e-01
0.000000000000000000e+00,-9.387497072560764266e+00,-7.179842405499849978e-01,2.720057248826357466e-02
0.000000000000000000e+00,-7.681014693506645230e+00,-1.233649421910631427e-01,-8.307344715264093349e-01
0.000000000000000000e+00,-7.638851304698747846e+00,-1.921667360545495362e-01,-5.843132378863614695e-01
1.000000000000000000e+00,-7.619809916102643577e+00,-2.454616429208674178e-01,-6.879079896459081578e-01
0.000000000000000000e+00,-9.093778615641802787e+00,-6.100434228066989872e-01,-1.425204274212592548e-01
0.000000000000000000e+00,-8.610566813645592177e+00,-4.652867467198845697e-01,-2.435766162977641702e-01
0.000000000000000000e+00,-8.031992438166810189e+00,-2.467119675326456818e-01,-5.309988036917882015e-01
0.000000000000000000e+00,-7.507241433043187584e+00,-2.448931426640665876e-01,-6.582995717267925428e-01
0.000000000000000000e+00,-9.491825624590651600e+00,-7.981466080958842246e-01,-1.507638384379250684e-02
0.000000000000000000e+00,-7.575956745660938019e+00,-2.703788682277153410e-01,-7.587880923653007592e-01
0.000000000000000000e+00,-7.557417507130464784e+00,-2.554089422131599618e-01,-7.274042126937637631e-01
1.000000000000000000e+00,-9.517084648207726261e+00,-7.667926343708260095e-01,3.158857315086771589e-02
0.000000000000000000e+00,-6.401370037498980814e+00,7.862784507733566741e-02,-7.994401941557168767e-01
0.000000000000000000e+00,-9.167457187449148392e+00,-7.270301009967177208e-01,-2.294144838608480619e-02
1.000000000000000000e+00,-9.101391005632514464e+00,-6.936267966247571248e-01,-6.224175612223681320e-02
0.000000000000000000e+00,-7.967409499822967867e+00,-3.164744959386061041e-01,-4.572263372796114833e-01
1.000000000000000000e+00,-9.162095930452210268e+00,-3.970509451617264540e-01,3.860451791741634775e-01
0.000000000000000000e+00,-9.171701481927941657e+00,-3.076159004515351958e-01,3.143796659751389444e-01
1.000000000000000000e+00,-9.201162773532839623e+00,-3.251020353169621346e-01,3.958784359304324263e-01
1.000000000000000000e+00,-9.375675099094159748e+00,-3.536354313042912034e-01,5.153885755090426013e-01
1.000000000000000000e+00,-9.189272958226144539e+00,-3.822313327292423679e-01,3.844377455130251198e-01
1.000000000000000000e+00,-9.264103420423191793e+00,-4.374021833446550822e-01,3.764725326526376925e-01
1.000000000000000000e+00,-8.866478585587801220e+00,-2.262094384793347235e-01,2.352224441867236115e-01
1.000000000000000000e+00,-8.935942782791681083e+00,-4.468084768721682920e-01,2.193524004877401290e-01
1.000000000000000000e+00,-9.271913952115365731e+00,-3.035227968249682995e-01,4.868519751157002196e-01
