1.000000000000000000e+00,-9.087080106436713489e-01,1.408723356967294393e-01
0.000000000000000000e+00,-1.851507049623548173e+00,1.656679009697148708e-01
1.000000000000000000e+00,-1.502660721290485668e+00,-4.869127473757457053e-02
1.000000000000000000e+00,-1.410559301950337296e+00,1.025101620733285049e-02
1.000000000000000000e+00,-1.501129170963630077e+00,1.400041315510809903e-01
1.000000000000000000e+00,-1.017315203715802863e+00,1.595639366879700316e-01
1.000000000000000000e+00,-1.148021228392942072e+00,1.406676623084472666e-01
1.000000000000000000e+00,-1.229497287993396748e+00,2.001869342825652598e-01
1.000000000000000000e+00,-1.317891185293470269e+00,1.542443053456308832e-01
0.000000000000000000e+00,-1.730855326990104470e-01,2.308472172222609808e-01
0.000000000000000000e+00,-1.610521482671611881e+00,1.798439967401843642e-01
1.000000000000000000e+00,-1.241308820237952748e+00,1.389071876416856921e-01
0.000000000000000000e+00,-1.927096006114004112e+00,1.099163317405643381e-01
0.000000000000000000e+00,-2.051021766825657178e+00,1.265799710186353288e-01
0.000000000000000000e+00,-1.502572428021206052e+00,3.247986899382429571e-02
0.000000000000000000e+00,-2.462100315553923391e-01,1.923325581711076426e-01
0.000000000000000000e+00,-1.384426726038075817e+00,5.550298500508719229e-02
0.000000000000000000e+00,-9.494173876309980331e-01,7.436564744738063948e-02
1.000000000000000000e+00,-1.741462679242083533e+00,8.482476915186205890e-02
1.000000000000000000e+00,-1.021991314130066497e+00,-5.338225147727960335e-03
0.000000000000000000e+00,2.186818844599695832e-02,4.875757318876765972e-02
0.000000000000000000e+00,4.022617928241558061e-01,2.367426751111676164e-01
0.000000000000000000e+00,-3.523680831875598551e-01,3.146886308596796855e-01
1.000000000000000000e+00,4.233584830821218031e-02,1.241480679092539507e-01
0.000000000000000000e+00,6.574697620659793185e-02,2.781621566561607306e-01
1.000000000000000000e+00,7.539671093415620806e-01,-1.391059972170570758e-01
1.000000000000000000e+00,-1.124146993240606879e-01,1.414874950256873876e-01
1.000000000000000000e+00,-2.012869785545559065e-01,1.836095609324955025e-01
1.000000000000000000e+00,-2.362424070915986885e-01,1.433369308532272124e-01
1.000000000000000000e+00,8.918568077766481084e-02,1.437204782445946627e-01
0.000000000000000000e+00,1.598589930000269277e-01,2.775611821520594380e-01
0.000000000000000000e+00,-1.122890578105447013e+00,2.387821789565686484e-02
1.000000000000000000e+00,4.505196163154420730e-01,7.807870328522463488e-02
0.000000000000000000e+00,1.202371969762672466e+00,-2.495900675177339656e-01
1.000000000000000000e+00,8.549865700051026973e-01,-3.116460117774093597e-01
1.000000000000000000e+00,6.039532326782930394e-01,-1.368045407625954890e-01
0.000000000000000000e+00,4.480321143053366817e-01,-7.542767299032894501e-02
0.000000000000000000e+00,9.643591006536357257e-01,2.882580957636711738e-01
1.000000000000000000e+00,8.096084911229121106e-01,-1.437264554442328202e-01
0.000000000000000000e+00,4.481381024242059752e+00,1.234892100897031053e+00
0.000000000000000000e+00,3.687390302161135391e-01,-1.436054362941013574e-01
0.000000000000000000e+00,3.491271051317327845e-01,-5.484158152960912913e-01
1.000000000000000000e+00,6.759600417433327957e-01,-4.537078763113986390e-01
0.000000000000000000e+00,4.284460230605710018e-01,-5.390677276680055918e-01
0.000000000000000000e+00,-1.686736488062566541e-01,-3.889298534113299621e-01
1.000000000000000000e+00,8.441763291833639382e-01,-5.425139874822577646e-01
0.000000000000000000e+00,1.332215279649610729e+00,-4.607555122225791555e-01
0.000000000000000000e+00,2.896350664850011469e-01,-2.950438730664548537e-01
1.000000000000000000e+00,3.775375579982236829e+00,3.843590884219269532e-01
0.000000000000000000e+00,1.158528821770105299e+00,-6.320607705706235979e-01
1.000000000000000000e+00,1.185519681693769201e+00,-3.428177315227399768e-01
0.000000000000000000e+00,1.001458869681777442e+00,-3.724779311798886994e-01
1.000000000000000000e+00,1.431960750065699450e+00,-1.146961208074569888e-03
0.000000000000000000e+00,6.422753628562324346e-01,-2.926050834772048193e-01
1.000000000000000000e+00,1.283457988475296130e+00,-2.946974914897046993e-01
1.000000000000000000e+00,1.812967092118296319e+00,1.794365834164411699e-01
