0.000000000000000000e+00,-3.190475232163167418e-01,2.743653244642763750e-02,-1.582564703180331378e-01,1.055601373944746457e-01,-6.836962124070786184e-02,1.531348960865469844e-01,-4.709765315951403367e-03,-2.089175180699973447e-02,-1.061842248316270526e-01,7.836430059673778203e-02,-8.810122641869257143e-02,-7.009071082379125794e-02,4.325318039263787578e-02,4.866768145361868164e-02,-2.843113780976403576e-02,-8.868706254451473592e-02,-6.330191215142193597e-05,8.575035059071478560e-02,-6.919429205763190371e-02,-3.596420045037809071e-02,4.302334770200091224e-02,8.781007436412845493e-03,-2.785457490405176054e-02,-1.320272680070043621e-02,-1.879881325241786888e-02,-3.250905123325198431e-02,1.291565272879973379e-02,-1.928307864380187503e-02,-3.179763158513213700e-02
1.000000000000000000e+00,1.674569992033432542e-01,-1.487332851428624925e-01,1.310071161315223831e-01,-1.287615769289335854e-01,2.010685662081539704e-01,7.869463396439052572e-02,1.574405392154641092e-01,2.057309866362473649e-01,-2.531681226345138674e-02,4.002265259967288658e-02,8.152503597745990038e-03,-3.479299586660056925e-02,-4.308063930677176467e-02,7.322036622596621303e-02,-3.848439561247012086e-02,-6.248554910244136923e-02,3.608578106699676658e-02,-3.949946105004143587e-02,4.026550393653381688e-02,-4.978503865073458101e-02,-3.829402473775242455e-02,-4.561593310424860021e-02,-2.017301576221319781e-02,4.259740475122243686e-02,-3.409382551066530986e-02,1.328098573322569406e-02,-2.253240124855741475e-02,-1.353829220109326915e-02,2.591535268592764629e-03
1.000000000000000000e+00,4.184146762974195743e-01,-1.160437928895169668e-01,1.445169220096986229e-01,-1.063407060174907243e-01,2.192682403127191315e-01,1.543871622497881568e-01,2.468649906882987022e-01,-7.488461971653002924e-02,5.673433369099659118e-03,3.955649305609939409e-02,-2.477679121038280780e-02,5.411029954864535196e-02,-2.180615651964966373e-02,2.846254137402387183e-02,9.841914667592656374e-02,9.915368021881711125e-02,-1.154352556061373318e-02,3.439711313204307785e-02,-4.667390040403460866e-02,-8.572286503158591323e-03,3.068762894504852012e-02,3.986646821061589491e-02,-2.027679037765188833e-02,-8.431870246229850041e-03,1.412093346221478772e-02,-1.517217117990258234e-02,3.582485220038647295e-03,-3.531478639239862653e-03,-1.100413784087418689e-02
0.000000000000000000e+00,3.048954901888968894e-01,-1.763683114408117480e-01,-3.795460893216642210e-03,1.322228335063332406e-02,-6.817033603298924826e-02,7.284652858482137776e-03,9.431085920111637044e-02,-9.389529256137046920e-02,-2.886794304580813514e-02,4.372837491780492275e-02,2.195412504447141061e-03,-2.067539193848685897e-02,6.540298425828135198e-02,8.962201815194831278e-03,-2.835663447981673357e-02,-3.211160663547755340e-02,-1.956808135273126886e-02,7.002617499305947325e-03,3.100310429141732438e-02,-8.829999962974291938e-04,4.287894361002444338e-02,1.990239679380633277e-04,2.429345116438919733e-02,-1.190459281297365224e-02,-3.656453708895036903e-02,-1.090194545460675991e-02,9.601580362172127542e-03,3.228798771127566053e-02,1.048455521774167426e-01
0.000000000000000000e+00,2.401191669944081342e-01,-1.782391584677548990e-01,5.062315676082625171e-02,-3.648351993450914266e-02,3.023038690351216584e-02,-4.492868651881468806e-02,1.146957246428193106e-01,3.954526429539002852e-02,9.691347340042120876e-04,4.997378566980943682e-02,2.513559701375970776e-02,-7.513915460498529417e-03,1.162546540054466837e-01,1.556564019812050302e-02,-3.395623999490215983e-02,-4.317301995131011400e-02,-3.764029039391426218e-02,2.821948520751110800e-02,3.037489225560001394e-02,6.541686144939670711e-02,-1.706137459063336581e-02,-2.212536432715509621e-02,7.631882594595654212e-02,-2.733043608988103626e-02,7.292394052754871958e-02,3.415323008583813491e-02,2.396335708055869970e-02,1.111024192315629606e-02,-4.285428580532214121e-02
1.000000000000000000e+00,-4.200528715911017175e-01,1.231320753636449411e-01,-9.516473303398208239e-02,1.021032125278293762e-01,7.828882722769112470e-03,-1.539921723935207820e-01,1.189029526902576211e-01,4.957107707926599466e-02,4.473236615669803906e-02,2.452078651455179628e-02,-4.465184546592276121e-02,2.201403307424882466e-02,9.584900597375725639e-02,-3.322358182370284407e-02,-3.285862819525776218e-02,1.093990087396544686e-01,1.101235523671320327e-01,2.312497335344324001e-02,-4.544465301930350476e-02,1.429921032750272776e-02,-5.154279801403525464e-03,-4.107842672537887624e-02,2.442340827949036897e-02,1.053614525322367837e-02,-4.521989416824098024e-02,1.535399610889762179e-02,-3.454470350352035340e-02,8.411109831543112092e-03,1.248375619323606803e-04
0.000000000000000000e+00,-5.392589313321826117e-01,2.661898574557829966e-01,-1.186771838026857845e-01,1.174444489470060776e-01,1.165736361632585122e-01,4.531471818273084123e-02,9.440537675851236321e-02,-7.623404843908712647e-02,1.157326594180916046e-01,6.859870603058895733e-02,-4.993783878364671525e-02,-3.411679265469423281e-03,-1.283730939346041516e-02,-2.889438103683773795e-02,-9.214194174484302211e-03,1.788885039247551430e-03,-4.986398787183345810e-02,-6.711328116649271924e-02,5.627220882015162434e-02,1.053175170532696589e-02,5.289387366069979012e-04,-1.856894365478992809e-02,-7.862711232096584665e-03,-2.006791409418751115e-02,3.300390429120392266e-02,-5.349935613678266297e-03,8.262729622269612481e-03,-8.648178849462437312e-02,2.117312167943236068e-02
0.000000000000000000e+00,-6.108642166815478336e-02,-1.284463446577811807e-01,4.033606736685482752e-02,-5.810857958784686889e-02,3.086948977826519183e-02,-1.420884194308903725e-01,6.817849222490750261e-02,-1.498743436498229352e-02,-4.900621011510383068e-02,-1.219611778388272894e-01,-2.038537189312080583e-02,-2.788958073452360228e-02,-7.570819655957694572e-02,-2.153874784385263058e-02,-7.522273585230278281e-02,3.048010343764482460e-04,-1.791756438102648508e-02,4.649204882959781515e-02,-2.551489280713952271e-02,-4.663571209515549737e-02,-6.267358412132625900e-02,5.860992958940791642e-02,5.403113968177394172e-02,-6.068090234690084322e-02,2.236473974514218560e-02,-2.103063723854164610e-02,-5.571676488916044861e-02,-2.147717050361705807e-02,1.291590925838773107e-02
0.000000000000000000e+00,-5.124273793750371286e-01,2.097554430672651515e-01,-1.353362002105078232e-01,1.192443770809425985e-01,7.010208607536742853e-02,6.657377747549290958e-02,1.124757657277255379e-01,-9.667108347804158341e-02,6.768172575748283501e-03,5.984480509576045777e-03,-1.297133376725265012e-02,-2.334437207120342722e-02,-3.785423164674723423e-02,-3.361682490163796916e-02,2.967924199802464760e-02,-2.635772235575463071e-02,-2.665685690870817776e-02,2.831469657208451809e-03,5.533138624561990959e-02,-2.862245465758232743e-02,-5.617283434174106388e-02,3.534869584945482535e-02,-7.217732309072056283e-03,3.352478461213042465e-02,3.105910004191401053e-03,2.334296545932804459e-02,-5.695233324158557485e-04,9.895078630599027369e-02,-1.602151973716013991e-02
0.000000000000000000e+00,-7.551683191982938581e-02,-1.044141961527509654e-01,3.856894075468757579e-03,-7.735397415702283119e-02,3.705530060124520575e-02,3.262560050590150862e-01,-9.801438717466630368e-02,4.736909345835670082e-02,-3.320206144571843931e-02,-6.970004010799292493e-02,3.945662263794207092e-02,-2.909500059368502756e-02,6.322324443911003788e-02,-9.415674127850609532e-02,2.467649161409436395e-02,1.071865085514522170e-02,-1.369006907605303976e-02,2.199012450531910145e-03,-6.451323260868593867e-02,2.576630759186414321e-02,-8.301650097798474182e-02,-5.631065372618158232e-02,-4.881329985296557067e-02,-1.744636355800299049e-02,2.981524149205671756e-02,-4.001650646158361885e-03,-4.149647044238157639e-03,5.126261695342412134e-03,3.024151020423724440e-02
