0.000000000000000000e+00,-1.700221075790246120e-17,1.237668875140084968e-11,-1.182600179339446111e-01,3.897412388778520066e-03,-1.125705680093159189e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.154572643725319980e-02,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.689850656051449684e-01,-0.000000000000000000e+00,6.723564718809740956e-13
1.000000000000000000e+00,-1.751982401476404100e-16,1.237598861847854892e-11,-1.182600179339429736e-01,3.742610910770764465e-01,1.685075200439269394e-01,-1.866926630593531474e-03,-3.670538228730889363e-02,9.670828381305255836e-03,-1.622757922937524341e-02,8.803376820328269181e-01,3.333650596765484753e-02,-3.075456719804639354e-03,2.035427545607871105e-02,-4.052575746744461332e-02,3.966803804620366164e-02,1.964307727947803284e-02,4.861218020145408741e-02,1.000492638411604575e-03,2.542347495240247779e-02,-1.142504637913223549e-02,-3.724179072883624514e-02,2.076029268670283312e-02,1.724175587457965966e-02,5.817840120225373397e-03,-1.421571539792305591e-02,5.996118217537450834e-02,-2.464635899418192791e-02,6.723564735161740534e-13
1.000000000000000000e+00,2.848957856837590187e-16,1.237738871990405297e-11,-1.182600179339463875e-01,-2.819389827242102520e-01,9.283089723987568709e-01,1.037691324253435868e-02,8.858192695440162898e-03,-6.305927715879818332e-03,-1.148061855430078035e-02,-1.004456801145997558e-01,-2.351463588866812421e-02,9.107107633116128670e-03,-1.142970627063331218e-02,4.641498706023920034e-02,-2.134963040587750660e-02,-4.904581283206903113e-03,-5.491645447838459536e-04,-1.395560748261684761e-02,-3.485613533534753492e-06,1.115491395580957799e-02,2.899713704109516468e-02,-1.421897914909257821e-02,-1.613832678975745142e-03,1.041329666193552489e-03,9.903765137281654932e-03,5.820907880187103228e-02,7.246053803886203827e-03,6.723564699468709290e-13
0.000000000000000000e+00,-1.121644668697882326e-06,8.164965808691989624e-01,4.927500748019487120e-01,-8.876824509364574586e-17,7.453777105981598094e-16,8.885844171681321121e-17,-1.165323242618780541e-16,2.815962120029721933e-17,1.201372552722875115e-16,-8.811471826070303744e-17,-4.624047191116290333e-18,7.613793450606541130e-17,-8.172661596934747751e-17,1.941291758439066261e-17,-1.024743591830581690e-16,6.538109174380141455e-17,-8.423407629647663584e-17,2.964341476593899377e-18,-9.264769342234933013e-18,1.066944074090815404e-17,4.808329559537371988e-17,2.065333805441401382e-16,-1.945916197586801539e-16,5.283907502742200623e-17,6.032232629418061083e-17,2.775278930674103239e-16,1.541016979766087315e-17,4.768404677282253270e-06
0.000000000000000000e+00,7.071073420082154559e-01,-4.082473191391764455e-01,4.927500746861751546e-01,-2.896983076041094870e-16,1.017111841315971588e-15,-2.862986391670743217e-17,4.146462179624629595e-17,1.758278421965225187e-17,3.045707563561921029e-17,-1.680336129297600136e-16,-1.276580194365270577e-16,4.374082127119851364e-17,-4.674090880777747831e-17,2.770566880848964026e-17,1.446503678891289144e-16,3.574079838096606178e-17,-9.706496426109431499e-17,-2.473529378462077167e-17,-2.789480230570800100e-18,8.085977442590217452e-17,6.942784975556139663e-17,-9.498697174466172080e-17,-2.784980892648602888e-17,-1.087408407576669311e-16,-7.888849107416205274e-17,2.887402099025070924e-16,5.176945861672636269e-17,-4.198440508307892503e-13
1.000000000000000000e+00,-3.087717872255674295e-16,1.237670210197352325e-11,-1.182600179339436952e-01,-1.535325507693274805e-01,-5.469088830318868943e-02,1.461826508019000714e-01,-3.508168787631718022e-01,6.123483807347318564e-02,7.624370780506134482e-02,-3.217094035275969155e-02,1.169955150738108546e-01,-1.310134859547652242e-01,1.055261601191782722e-01,-1.937746494451102475e-01,7.098791852101139499e-01,9.627606999381005393e-02,4.768524254705939353e-02,-1.457652094918882868e-01,-9.476469847927675508e-03,6.995259258733269037e-02,1.196471535462597822e-03,2.379935999099521138e-01,-2.874341371569463788e-01,1.134121031307539079e-01,-4.273526209248012381e-02,-5.005579396649086771e-02,2.651641936076951436e-02,6.723564719154780890e-13
0.000000000000000000e+00,3.301951040800528604e-16,1.237669604895400679e-11,-1.182600179339437368e-01,-2.234404519996290028e-01,-9.145606760798216661e-02,-2.528792204256158915e-01,2.007696022496261445e-01,-5.725898106510876606e-02,-2.048403284408872316e-01,3.241341798724134415e-02,1.831224157749932260e-02,-2.255297348045025296e-01,3.149519641600850850e-01,-4.792788309391754487e-02,2.862009836734645818e-01,-1.789268514209084171e-01,2.616864002366642294e-01,-3.706485582315655058e-02,3.788245932146196149e-02,-1.076893362703833755e-02,-1.338358247565849535e-01,-3.890409824350163359e-01,4.571361158157589144e-01,-1.130412569709181858e-01,-1.407494196650448948e-01,-4.794409495649126773e-02,-4.250396171894073663e-03,6.723564732047894243e-13
0.000000000000000000e+00,3.301951040891919619e-16,1.237669604416246454e-11,-1.182600179339437368e-01,-2.193508380325029650e-01,-9.363869541664338048e-02,3.957334986235819946e-02,6.386329316199360583e-03,1.371899425774904813e-01,-2.954292557276601630e-02,3.921655200181786705e-02,4.928902642960421299e-02,-2.893905545216911568e-01,9.122442474886524599e-02,-7.221077519522466071e-02,-4.071636075872939187e-01,-2.406423684968190535e-01,4.466840392695387019e-01,1.116948669621770952e-02,2.024749069879812347e-01,-8.794306024985913683e-02,-2.141405468284763580e-01,3.677986038695721938e-01,-1.494111219294794735e-01,2.071627237614424022e-01,2.441722143025032987e-01,-4.757137581569198526e-02,1.543348183230906431e-02,6.723564715015904137e-13
0.000000000000000000e+00,-7.071062203635462007e-01,-4.082492618847307631e-01,4.927500746861751546e-01,-3.452094588353674126e-16,8.228228120065688977e-16,2.146027645212290657e-17,5.360768612808395177e-17,1.454701813669283637e-17,3.566124606354963773e-17,-5.288560959329359878e-16,-9.696823070104142939e-18,9.154771968910908333e-18,-3.199575926197461184e-17,1.382788100067518351e-17,-2.421929672536990430e-16,-4.058703456201345038e-17,6.599904248072555189e-17,2.736062060330771638e-17,2.323137190908130555e-17,-4.057086889247431592e-17,-3.292083532707022810e-17,1.244555479664043890e-16,-8.075887494377864526e-17,7.015251770244130046e-17,1.188699851871939314e-16,2.575151873349245647e-16,1.273818040724821385e-17,1.563813813559988089e-11
0.000000000000000000e+00,-5.476990725479620033e-17,1.237670277438432473e-11,-1.182600179339437368e-01,-8.788959258694993559e-02,-6.392884435529595788e-02,-2.452327726707988903e-02,2.819136456054959772e-01,-3.428300765459719734e-01,-4.684059058584194579e-02,4.683367168766513350e-02,-3.150118371314367116e-01,-1.106215043117194236e-01,-3.238321547646574178e-02,-3.152722303339411947e-01,-1.448426596478864514e-01,-1.925553581765222511e-01,-2.550357941071036971e-01,-2.691387734822213718e-01,3.006043334297850162e-03,2.474063384453261891e-02,6.248844712546708369e-02,1.479560046235724180e-01,-2.863699581995514665e-01,-1.176046745530650445e-01,-4.459257756157004593e-01,-4.392899679140793712e-02,1.253240643873000937e-01,6.723564720077216520e-13
