0.000000000000000000e+00,-2.747111915592893805e+00
1.000000000000000000e+00,-2.296808787188667544e+00
1.000000000000000000e+00,-2.708109036373535616e+00
0.000000000000000000e+00,2.916342106795551814e+01
0.000000000000000000e+00,-3.103920962851753007e+00
1.000000000000000000e+00,-2.734924572588295355e+00
0.000000000000000000e+00,-1.866792124268706443e+00
0.000000000000000000e+00,-2.855526656275989783e+00
0.000000000000000000e+00,-2.586309082774469026e+00
0.000000000000000000e+00,-2.303127408014574495e+00
1.000000000000000000e+00,2.916342106795551814e+01
0.000000000000000000e+00,-3.103920962851753007e+00
0.000000000000000000e+00,-2.772053462782521294e+00
0.000000000000000000e+00,-2.238457726346060994e+00
0.000000000000000000e+00,-2.735506904999985611e+00
0.000000000000000000e+00,-2.586309082774469026e+00
0.000000000000000000e+00,-1.380189893949356206e+00
0.000000000000000000e+00,-9.620721898868499489e-01
1.000000000000000000e+00,-1.051420735852065969e+00
0.000000000000000000e+00,-7.931023394897925849e-01
0.000000000000000000e+00,-9.429495030583167070e-01
0.000000000000000000e+00,-1.490985555437407406e+00
0.000000000000000000e+00,-5.597927040625195749e-01
0.000000000000000000e+00,-2.209665084478133590e+00
0.000000000000000000e+00,-2.693055423867455112e+00
0.000000000000000000e+00,-2.038652623236704375e+00
1.000000000000000000e+00,-1.857027243416024653e+00
0.000000000000000000e+00,-2.758324050044854148e-01
0.000000000000000000e+00,-3.881333065880060440e-01
1.000000000000000000e+00,-2.574245269000831726e+00
0.000000000000000000e+00,-2.470839172899418568e+00
